league,season,game,date,home_team,away_team,FTHG,FTAG,FTR,HR,AR,PSCH,PSCD,PSCA,H_Elo,A_Elo
ENG-Premier League,1920,2019-12-22 Tottenham-Chelsea,2019-12-22 16:30:00,Tottenham,Chelsea,0,2,A,1,0,2.38,3.58,3.05,1901.27246094,1886.99499512
ENG-Premier League,1920,2019-12-22 Watford-Man United,2019-12-22 14:00:00,Watford,Man United,2,0,H,0,0,4.7,3.83,1.81,1689.30114746,1842.21777344
ENG-Premier League,1920,2019-12-26 Aston Villa-Norwich,2019-12-26 15:00:00,Aston Villa,Norwich,1,0,H,0,0,2.19,3.73,3.27,,
ENG-Premier League,1920,2019-12-26 Bournemouth-Arsenal,2019-12-26 15:00:00,Bournemouth,Arsenal,1,1,D,0,0,3.81,4.14,1.91,1694.88586426,1870.87512207
ENG-Premier League,1920,2019-12-26 Chelsea-Southampton,2019-12-26 15:00:00,Chelsea,Southampton,0,2,A,0,0,1.4,5.08,8.43,1886.99499512,1677.77783203
ENG-Premier League,1920,2019-12-26 Crystal Palace-West Ham,2019-12-26 15:00:00,Crystal Palace,West Ham,2,1,H,0,0,2.31,3.47,3.24,1746.52441406,1733.4362793
ENG-Premier League,1920,2019-12-26 Everton-Burnley,2019-12-26 15:00:00,Everton,Burnley,1,0,H,0,0,1.75,3.65,5.36,1773.65405273,1685.65490723
ENG-Premier League,1920,2019-12-26 Leicester-Liverpool,2019-12-26 20:00:00,Leicester,Liverpool,0,4,A,0,0,3.61,4.17,1.97,1742.6628418,2043.74633789
ENG-Premier League,1920,2019-12-26 Man United-Newcastle,2019-12-26 17:30:00,Man United,Newcastle,4,1,H,0,0,1.36,5.42,9.37,1842.21777344,1719.57849121
ENG-Premier League,1920,2019-12-26 Sheffield United-Watford,2019-12-26 15:00:00,Sheffield United,Watford,1,1,D,0,0,1.81,3.67,4.86,,1689.30114746
ENG-Premier League,1920,2019-12-26 Tottenham-Brighton,2019-12-26 12:30:00,Tottenham,Brighton,2,1,H,0,0,1.53,4.48,6.6,1901.27246094,1620.25097656
ENG-Premier League,1920,2019-12-27 Wolves-Man City,2019-12-27 19:45:00,Wolves,Man City,3,2,H,0,1,6.67,5.38,1.44,1723.51721191,2041.26416016
ENG-Premier League,1920,2019-12-28 Brighton-Bournemouth,2019-12-28 12:30:00,Brighton,Bournemouth,2,0,H,0,0,1.81,3.86,4.66,1620.25097656,1694.88586426
ENG-Premier League,1920,2019-12-28 Burnley-Man United,2019-12-28 19:45:00,Burnley,Man United,0,2,A,0,0,4.28,3.69,1.91,1685.65490723,1842.21777344
ENG-Premier League,1920,2019-12-28 Newcastle-Everton,2019-12-28 15:00:00,Newcastle,Everton,1,2,A,0,0,3.28,3.36,2.34,1719.57849121,1773.65405273
ENG-Premier League,1920,2019-12-28 Norwich-Tottenham,2019-12-28 17:30:00,Norwich,Tottenham,2,2,D,0,0,4.7,4.52,1.68,,1901.27246094
ENG-Premier League,1920,2019-12-28 Southampton-Crystal Palace,2019-12-28 15:00:00,Southampton,Crystal Palace,1,1,D,0,0,2.0,3.52,4.1,1677.77783203,1746.52441406
ENG-Premier League,1920,2019-12-28 Watford-Aston Villa,2019-12-28 15:00:00,Watford,Aston Villa,3,0,H,1,0,1.79,4.04,4.44,1689.30114746,
ENG-Premier League,1920,2019-12-28 West Ham-Leicester,2019-12-28 17:30:00,West Ham,Leicester,1,2,A,0,0,2.57,3.68,2.7,1733.4362793,1742.6628418
ENG-Premier League,1920,2019-12-29 Arsenal-Chelsea,2019-12-29 14:00:00,Arsenal,Chelsea,1,2,A,0,0,3.06,3.6,2.37,1870.87512207,1886.99499512
ENG-Premier League,1920,2019-12-29 Liverpool-Wolves,2019-12-29 16:30:00,Liverpool,Wolves,1,0,H,0,0,1.26,6.28,12.29,2043.74633789,1723.51721191
ENG-Premier League,1920,2019-12-29 Man City-Sheffield United,2019-12-29 18:00:00,Man City,Sheffield United,2,0,H,0,0,1.24,6.85,13.14,2041.26416016,
ENG-Premier League,1920,2020-01-01 Arsenal-Man United,2020-01-01 20:00:00,Arsenal,Man United,2,0,H,0,0,2.65,3.59,2.67,1870.87512207,1842.21777344
ENG-Premier League,1920,2020-01-01 Brighton-Chelsea,2020-01-01 12:30:00,Brighton,Chelsea,1,1,D,0,0,3.94,4.03,1.89,1620.25097656,1886.99499512
ENG-Premier League,1920,2020-01-01 Burnley-Aston Villa,2020-01-01 12:30:00,Burnley,Aston Villa,1,2,A,0,0,2.03,3.34,4.22,1685.65490723,
ENG-Premier League,1920,2020-01-01 Man City-Everton,2020-01-01 17:30:00,Man City,Everton,2,1,H,0,0,1.33,5.78,9.31,2041.26416016,1773.65405273
ENG-Premier League,1920,2020-01-01 Newcastle-Leicester,2020-01-01 15:00:00,Newcastle,Leicester,0,3,A,0,0,4.13,3.88,1.89,1719.57849121,1742.6628418
ENG-Premier League,1920,2020-01-01 Norwich-Crystal Palace,2020-01-01 17:30:00,Norwich,Crystal Palace,1,1,D,0,0,2.37,3.45,3.14,,1746.52441406
ENG-Premier League,1920,2020-01-01 Southampton-Tottenham,2020-01-01 15:00:00,Southampton,Tottenham,1,0,H,0,0,3.51,3.91,2.05,1677.77783203,1901.27246094
ENG-Premier League,1920,2020-01-01 Watford-Wolves,2020-01-01 15:00:00,Watford,Wolves,2,1,H,1,0,3.17,3.27,2.45,1689.30114746,1723.51721191
ENG-Premier League,1920,2020-01-01 West Ham-Bournemouth,2020-01-01 17:30:00,West Ham,Bournemouth,4,0,H,0,0,1.97,3.61,4.12,1733.4362793,1694.88586426
ENG-Premier League,1920,2020-01-02 Liverpool-Sheffield United,2020-01-02 20:00:00,Liverpool,Sheffield United,2,0,H,0,0,1.3,5.54,12.41,2043.74633789,
ENG-Premier League,1920,2020-01-10 Sheffield United-West Ham,2020-01-10 20:00:00,Sheffield United,West Ham,1,0,H,0,0,1.88,3.57,4.57,,1733.4362793
ENG-Premier League,1920,2020-01-11 Chelsea-Burnley,2020-01-11 15:00:00,Chelsea,Burnley,3,0,H,0,0,1.36,5.12,9.69,1886.99499512,1685.65490723
ENG-Premier League,1920,2020-01-11 Crystal Palace-Arsenal,2020-01-11 12:30:00,Crystal Palace,Arsenal,1,1,D,0,1,4.78,3.84,1.78,1746.52441406,1870.87512207
ENG-Premier League,1920,2020-01-11 Everton-Brighton,2020-01-11 15:00:00,Everton,Brighton,1,0,H,0,0,1.93,3.8,4.02,1773.65405273,1620.25097656
ENG-Premier League,1920,2020-01-11 Leicester-Southampton,2020-01-11 15:00:00,Leicester,Southampton,1,2,A,0,0,1.73,3.9,5.12,1742.6628418,1677.77783203
ENG-Premier League,1920,2020-01-11 Man United-Norwich,2020-01-11 15:00:00,Man United,Norwich,4,0,H,0,0,1.32,5.66,10.11,1842.21777344,
ENG-Premier League,1920,2020-01-11 Tottenham-Liverpool,2020-01-11 17:30:00,Tottenham,Liverpool,0,1,A,0,0,4.9,4.05,1.72,1901.27246094,2043.74633789
ENG-Premier League,1920,2020-01-11 Wolves-Newcastle,2020-01-11 15:00:00,Wolves,Newcastle,1,1,D,0,0,1.45,4.6,7.92,1723.51721191,1719.57849121
ENG-Premier League,1920,2020-01-12 Aston Villa-Man City,2020-01-12 16:30:00,Aston Villa,Man City,1,6,A,0,0,15.31,9.4,1.16,,2041.26416016
ENG-Premier League,1920,2020-01-12 Bournemouth-Watford,2020-01-12 14:00:00,Bournemouth,Watford,0,3,A,0,0,2.58,3.45,2.83,1694.88586426,1689.30114746
ENG-Premier League,1920,2020-01-18 Arsenal-Sheffield United,2020-01-18 15:00:00,Arsenal,Sheffield United,1,1,D,0,0,2.09,3.34,3.96,1870.87512207,
ENG-Premier League,1920,2020-01-18 Brighton-Aston Villa,2020-01-18 15:00:00,Brighton,Aston Villa,1,1,D,0,0,1.68,4.26,4.96,1620.25097656,
ENG-Premier League,1920,2020-01-18 Man City-Crystal Palace,2020-01-18 15:00:00,Man City,Crystal Palace,2,2,D,0,0,1.09,12.35,29.32,2041.26416016,1746.52441406
ENG-Premier League,1920,2020-01-18 Newcastle-Chelsea,2020-01-18 17:30:00,Newcastle,Chelsea,1,0,H,0,0,5.51,4.42,1.61,1719.57849121,1886.99499512
ENG-Premier League,1920,2020-01-18 Norwich-Bournemouth,2020-01-18 15:00:00,Norwich,Bournemouth,1,0,H,1,1,2.28,3.52,3.26,,1694.88586426
ENG-Premier League,1920,2020-01-18 Southampton-Wolves,2020-01-18 15:00:00,Southampton,Wolves,2,3,A,0,0,2.63,3.11,3.04,1677.77783203,1723.51721191
ENG-Premier League,1920,2020-01-18 Watford-Tottenham,2020-01-18 12:30:00,Watford,Tottenham,0,0,D,0,0,3.11,3.55,2.34,1689.30114746,1901.27246094
ENG-Premier League,1920,2020-01-18 West Ham-Everton,2020-01-18 15:00:00,West Ham,Everton,1,1,D,0,0,2.97,3.45,2.48,1733.4362793,1773.65405273
ENG-Premier League,1920,2020-01-19 Burnley-Leicester,2020-01-19 14:00:00,Burnley,Leicester,2,1,H,0,0,4.22,3.75,1.91,1685.65490723,1742.6628418
ENG-Premier League,1920,2020-01-19 Liverpool-Man United,2020-01-19 16:30:00,Liverpool,Man United,2,0,H,0,0,1.46,4.64,7.58,2043.74633789,1842.21777344
ENG-Premier League,1920,2020-01-21 Aston Villa-Watford,2020-01-21 19:30:00,Aston Villa,Watford,2,1,H,0,0,3.12,3.43,2.39,,1689.30114746
ENG-Premier League,1920,2020-01-21 Bournemouth-Brighton,2020-01-21 19:30:00,Bournemouth,Brighton,3,1,H,0,0,2.87,3.28,2.66,1694.88586426,1620.25097656
ENG-Premier League,1920,2020-01-21 Chelsea-Arsenal,2020-01-21 20:15:00,Chelsea,Arsenal,2,2,D,0,1,1.74,3.93,4.96,1886.99499512,1870.87512207
ENG-Premier League,1920,2020-01-21 Crystal Palace-Southampton,2020-01-21 19:30:00,Crystal Palace,Southampton,0,2,A,0,0,2.82,3.24,2.72,1746.52441406,1677.77783203
ENG-Premier League,1920,2020-01-21 Everton-Newcastle,2020-01-21 19:30:00,Everton,Newcastle,2,2,D,0,0,1.49,4.45,7.4,1773.65405273,1719.57849121
ENG-Premier League,1920,2020-01-21 Sheffield United-Man City,2020-01-21 19:30:00,Sheffield United,Man City,0,1,A,0,0,8.26,4.69,1.43,,2041.26416016
ENG-Premier League,1920,2020-01-22 Leicester-West Ham,2020-01-22 19:30:00,Leicester,West Ham,4,1,H,0,0,1.49,4.72,6.75,1742.6628418,1733.4362793
ENG-Premier League,1920,2020-01-22 Man United-Burnley,2020-01-22 20:15:00,Man United,Burnley,0,2,A,0,0,1.47,4.42,8.14,1842.21777344,1685.65490723
ENG-Premier League,1920,2020-01-22 Tottenham-Norwich,2020-01-22 19:30:00,Tottenham,Norwich,2,1,H,0,0,1.39,5.05,8.8,1901.27246094,
ENG-Premier League,1920,2020-01-23 Wolves-Liverpool,2020-01-23 20:00:00,Wolves,Liverpool,1,2,A,0,0,5.02,4.09,1.7,1723.51721191,2043.74633789
ENG-Premier League,1920,2020-01-29 West Ham-Liverpool,2020-01-29 19:45:00,West Ham,Liverpool,0,2,A,0,0,8.76,5.25,1.38,1733.4362793,2043.74633789
ENG-Premier League,1920,2020-02-01 Bournemouth-Aston Villa,2020-02-01 15:00:00,Bournemouth,Aston Villa,2,1,H,1,0,2.15,3.4,3.7,1694.88586426,
ENG-Premier League,1920,2020-02-01 Crystal Palace-Sheffield United,2020-02-01 15:00:00,Crystal Palace,Sheffield United,0,1,A,0,0,3.25,3.03,2.55,1746.52441406,
ENG-Premier League,1920,2020-02-01 Leicester-Chelsea,2020-02-01 12:30:00,Leicester,Chelsea,2,2,D,0,0,2.63,3.49,2.74,1742.6628418,1886.99499512
ENG-Premier League,1920,2020-02-01 Liverpool-Southampton,2020-02-01 15:00:00,Liverpool,Southampton,4,0,H,0,0,1.31,5.65,10.51,2043.74633789,1677.77783203
ENG-Premier League,1920,2020-02-01 Man United-Wolves,2020-02-01 17:30:00,Man United,Wolves,0,0,D,0,0,2.12,3.5,3.68,1842.21777344,1723.51721191
ENG-Premier League,1920,2020-02-01 Newcastle-Norwich,2020-02-01 15:00:00,Newcastle,Norwich,0,0,D,0,0,2.25,3.38,3.44,1719.57849121,
ENG-Premier League,1920,2020-02-01 Watford-Everton,2020-02-01 15:00:00,Watford,Everton,2,3,A,0,1,3.1,3.39,2.42,1689.30114746,1773.65405273
ENG-Premier League,1920,2020-02-01 West Ham-Brighton,2020-02-01 15:00:00,West Ham,Brighton,3,3,D,0,0,2.52,3.42,2.93,1733.4362793,1620.25097656
ENG-Premier League,1920,2020-02-02 Burnley-Arsenal,2020-02-02 14:00:00,Burnley,Arsenal,0,0,D,0,0,4.03,3.71,1.96,1685.65490723,1870.87512207
ENG-Premier League,1920,2020-02-02 Tottenham-Man City,2020-02-02 16:30:00,Tottenham,Man City,2,0,H,0,1,6.08,4.77,1.52,1901.27246094,2041.26416016
ENG-Premier League,1920,2020-02-08 Brighton-Watford,2020-02-08 17:30:00,Brighton,Watford,1,1,D,0,0,2.36,3.3,3.28,1620.25097656,1689.30114746
ENG-Premier League,1920,2020-02-08 Everton-Crystal Palace,2020-02-08 12:30:00,Everton,Crystal Palace,3,1,H,0,0,1.67,3.77,6.05,1773.65405273,1746.52441406
ENG-Premier League,1920,2020-02-09 Sheffield United-Bournemouth,2020-02-09 14:00:00,Sheffield United,Bournemouth,2,1,H,0,0,1.81,3.42,5.46,,1694.88586426
ENG-Premier League,1920,2020-02-14 Wolves-Leicester,2020-02-14 20:00:00,Wolves,Leicester,0,0,D,0,1,2.69,3.17,2.91,1723.51721191,1742.6628418
ENG-Premier League,1920,2020-02-15 Norwich-Liverpool,2020-02-15 17:30:00,Norwich,Liverpool,0,1,A,0,0,9.19,5.38,1.36,,2043.74633789
ENG-Premier League,1920,2020-02-15 Southampton-Burnley,2020-02-15 12:30:00,Southampton,Burnley,1,2,A,0,0,1.65,4.12,5.49,1677.77783203,1685.65490723
ENG-Premier League,1920,2020-02-16 Arsenal-Newcastle,2020-02-16 16:30:00,Arsenal,Newcastle,4,0,H,0,0,1.46,4.55,7.93,1870.87512207,1719.57849121
ENG-Premier League,1920,2020-02-16 Aston Villa-Tottenham,2020-02-16 14:00:00,Aston Villa,Tottenham,2,3,A,0,0,3.95,3.74,1.97,,1901.27246094
ENG-Premier League,1920,2020-02-17 Chelsea-Man United,2020-02-17 20:00:00,Chelsea,Man United,0,2,A,0,0,2.02,3.47,4.08,1886.99499512,1842.21777344
ENG-Premier League,1920,2020-02-19 Man City-West Ham,2020-02-19 19:30:00,Man City,West Ham,2,0,H,0,0,1.13,10.24,21.36,2041.26416016,1733.4362793
ENG-Premier League,1920,2020-02-22 Burnley-Bournemouth,2020-02-22 15:00:00,Burnley,Bournemouth,3,0,H,0,0,2.22,3.38,3.53,1685.65490723,1694.88586426
ENG-Premier League,1920,2020-02-22 Chelsea-Tottenham,2020-02-22 12:30:00,Chelsea,Tottenham,2,1,H,0,0,1.88,3.55,4.6,1886.99499512,1901.27246094
ENG-Premier League,1920,2020-02-22 Crystal Palace-Newcastle,2020-02-22 15:00:00,Crystal Palace,Newcastle,1,0,H,0,1,2.25,3.23,3.62,1746.52441406,1719.57849121
ENG-Premier League,1920,2020-02-22 Leicester-Man City,2020-02-22 17:30:00,Leicester,Man City,0,1,A,0,0,5.52,4.55,1.58,1742.6628418,2041.26416016
ENG-Premier League,1920,2020-02-22 Sheffield United-Brighton,2020-02-22 15:00:00,Sheffield United,Brighton,1,1,D,0,0,1.97,3.44,4.38,,1620.25097656
ENG-Premier League,1920,2020-02-22 Southampton-Aston Villa,2020-02-22 15:00:00,Southampton,Aston Villa,2,0,H,0,0,1.77,3.98,4.67,1677.77783203,
ENG-Premier League,1920,2020-02-23 Arsenal-Everton,2020-02-23 16:30:00,Arsenal,Everton,3,2,H,0,0,2.0,3.67,3.91,1870.87512207,1773.65405273
ENG-Premier League,1920,2020-02-23 Man United-Watford,2020-02-23 14:00:00,Man United,Watford,3,0,H,0,0,1.61,3.98,6.31,1842.21777344,1689.30114746
ENG-Premier League,1920,2020-02-23 Wolves-Norwich,2020-02-23 14:00:00,Wolves,Norwich,3,0,H,0,0,1.51,4.37,7.27,1723.51721191,
ENG-Premier League,1920,2020-02-24 Liverpool-West Ham,2020-02-24 20:00:00,Liverpool,West Ham,3,2,H,0,0,1.15,9.09,19.01,2043.74633789,1733.4362793
ENG-Premier League,1920,2020-02-28 Norwich-Leicester,2020-02-28 20:00:00,Norwich,Leicester,1,0,H,0,0,4.18,3.89,1.88,,1742.6628418
ENG-Premier League,1920,2020-02-29 Bournemouth-Chelsea,2020-02-29 15:00:00,Bournemouth,Chelsea,2,2,D,0,0,4.09,3.79,1.93,1694.88586426,1886.99499512
ENG-Premier League,1920,2020-02-29 Brighton-Crystal Palace,2020-02-29 12:30:00,Brighton,Crystal Palace,0,1,A,0,0,2.26,3.16,3.68,1620.25097656,1746.52441406
ENG-Premier League,1920,2020-02-29 Newcastle-Burnley,2020-02-29 15:00:00,Newcastle,Burnley,0,0,D,0,0,2.75,3.26,2.78,1719.57849121,1685.65490723
ENG-Premier League,1920,2020-02-29 Watford-Liverpool,2020-02-29 17:30:00,Watford,Liverpool,3,0,H,0,0,6.75,4.76,1.49,1689.30114746,2043.74633789
ENG-Premier League,1920,2020-02-29 West Ham-Southampton,2020-02-29 15:00:00,West Ham,Southampton,3,1,H,0,0,2.58,3.52,2.79,1733.4362793,1677.77783203
ENG-Premier League,1920,2020-03-01 Everton-Man United,2020-03-01 14:00:00,Everton,Man United,1,1,D,0,0,2.89,3.3,2.62,1773.65405273,1842.21777344
ENG-Premier League,1920,2020-03-01 Tottenham-Wolves,2020-03-01 14:00:00,Tottenham,Wolves,2,3,A,0,0,2.88,3.1,2.77,1901.27246094,1723.51721191
ENG-Premier League,1920,2020-03-07 Arsenal-West Ham,2020-03-07 15:00:00,Arsenal,West Ham,1,0,H,0,0,1.68,4.15,5.1,1870.87512207,1733.4362793
ENG-Premier League,1920,2020-03-07 Burnley-Tottenham,2020-03-07 17:30:00,Burnley,Tottenham,1,1,D,0,0,2.73,3.35,2.74,1685.65490723,1901.27246094
ENG-Premier League,1920,2020-03-07 Crystal Palace-Watford,2020-03-07 15:00:00,Crystal Palace,Watford,1,0,H,0,0,2.8,3.05,2.89,1746.52441406,1689.30114746
ENG-Premier League,1920,2020-03-07 Liverpool-Bournemouth,2020-03-07 12:30:00,Liverpool,Bournemouth,2,1,H,0,0,1.22,7.06,13.2,2043.74633789,1694.88586426
ENG-Premier League,1920,2020-03-07 Sheffield United-Norwich,2020-03-07 15:00:00,Sheffield United,Norwich,1,0,H,0,0,1.66,4.07,5.48,,
ENG-Premier League,1920,2020-03-07 Southampton-Newcastle,2020-03-07 15:00:00,Southampton,Newcastle,0,1,A,1,0,1.75,3.95,4.89,1677.77783203,1719.57849121
ENG-Premier League,1920,2020-03-07 Wolves-Brighton,2020-03-07 15:00:00,Wolves,Brighton,0,0,D,0,0,1.75,3.67,5.31,1723.51721191,1620.25097656
ENG-Premier League,1920,2020-03-08 Chelsea-Everton,2020-03-08 14:00:00,Chelsea,Everton,4,0,H,0,0,1.88,3.86,4.19,1886.99499512,1773.65405273
ENG-Premier League,1920,2020-03-08 Man United-Man City,2020-03-08 16:30:00,Man United,Man City,2,0,H,0,0,4.36,3.93,1.83,1842.21777344,2041.26416016
ENG-Premier League,1920,2020-03-09 Leicester-Aston Villa,2020-03-09 20:00:00,Leicester,Aston Villa,4,0,H,0,0,1.52,4.6,6.34,1742.6628418,
ENG-Premier League,1920,2020-06-17 Aston Villa-Sheffield United,2020-06-17 18:00:00,Aston Villa,Sheffield United,0,0,D,0,0,3.33,3.38,2.35,1602.37646484,1706.29711914
ENG-Premier League,1920,2020-06-17 Man City-Arsenal,2020-06-17 20:15:00,Man City,Arsenal,3,0,H,0,1,1.29,6.6,9.96,1975.79089355,1802.5333252
ENG-Premier League,1920,2020-06-19 Norwich-Southampton,2020-06-19 18:00:00,Norwich,Southampton,0,3,A,0,0,2.96,3.5,2.51,1600.69494629,1674.08850098
ENG-Premier League,1920,2020-06-19 Tottenham-Man United,2020-06-19 20:15:00,Tottenham,Man United,1,1,D,0,0,3.39,3.52,2.26,1798.41308594,1851.97485352
ENG-Premier League,1920,2020-06-20 Bournemouth-Crystal Palace,2020-06-20 19:45:00,Bournemouth,Crystal Palace,0,2,A,0,0,2.85,3.13,2.85,1638.36486816,1726.61730957
ENG-Premier League,1920,2020-06-20 Brighton-Arsenal,2020-06-20 15:00:00,Brighton,Arsenal,2,1,H,0,0,3.29,3.45,2.33,1640.24560547,1802.5333252
ENG-Premier League,1920,2020-06-20 Watford-Leicester,2020-06-20 12:30:00,Watford,Leicester,1,1,D,0,0,3.78,3.44,2.14,1682.66589355,1803.66064453
ENG-Premier League,1920,2020-06-20 West Ham-Wolves,2020-06-20 17:30:00,West Ham,Wolves,0,2,A,0,0,4.2,3.58,1.98,1679.32177734,1784.2911377
ENG-Premier League,1920,2020-06-21 Aston Villa-Chelsea,2020-06-21 16:15:00,Aston Villa,Chelsea,1,2,A,0,0,7.25,4.61,1.49,1602.37646484,1825.25744629
ENG-Premier League,1920,2020-06-21 Everton-Liverpool,2020-06-21 19:00:00,Everton,Liverpool,0,0,D,0,0,6.04,4.05,1.63,1737.55810547,2026.43139648
ENG-Premier League,1920,2020-06-21 Newcastle-Sheffield United,2020-06-21 14:00:00,Newcastle,Sheffield United,3,0,H,0,1,3.31,3.13,2.5,1693.29589844,1706.29711914
ENG-Premier League,1920,2020-06-22 Man City-Burnley,2020-06-22 20:00:00,Man City,Burnley,5,0,H,0,0,1.13,9.76,28.4,1975.79089355,1711.14550781
ENG-Premier League,1920,2020-06-23 Leicester-Brighton,2020-06-23 18:00:00,Leicester,Brighton,0,0,D,0,0,1.65,3.99,6.02,1803.66064453,1640.24560547
ENG-Premier League,1920,2020-06-23 Tottenham-West Ham,2020-06-23 20:15:00,Tottenham,West Ham,2,0,H,0,0,1.56,4.19,6.86,1798.41308594,1679.32177734
ENG-Premier League,1920,2020-06-24 Liverpool-Crystal Palace,2020-06-24 20:15:00,Liverpool,Crystal Palace,4,0,H,0,0,1.3,5.85,11.67,2026.43139648,1726.61730957
ENG-Premier League,1920,2020-06-24 Man United-Sheffield United,2020-06-24 18:00:00,Man United,Sheffield United,3,0,H,0,0,1.37,5.0,10.32,1851.97485352,1706.29711914
ENG-Premier League,1920,2020-06-24 Newcastle-Aston Villa,2020-06-24 18:00:00,Newcastle,Aston Villa,1,1,D,0,0,2.4,3.45,3.17,1693.29589844,1602.37646484
ENG-Premier League,1920,2020-06-24 Norwich-Everton,2020-06-24 18:00:00,Norwich,Everton,0,1,A,0,0,4.48,3.62,1.91,1600.69494629,1737.55810547
ENG-Premier League,1920,2020-06-24 Wolves-Bournemouth,2020-06-24 18:00:00,Wolves,Bournemouth,1,0,H,0,0,1.59,3.83,7.43,1784.2911377,1638.36486816
ENG-Premier League,1920,2020-06-25 Burnley-Watford,2020-06-25 18:00:00,Burnley,Watford,1,0,H,0,0,3.72,3.33,2.2,1711.14550781,1682.66589355
ENG-Premier League,1920,2020-06-25 Chelsea-Man City,2020-06-25 20:15:00,Chelsea,Man City,2,1,H,0,1,4.29,3.96,1.85,1825.25744629,1975.79089355
ENG-Premier League,1920,2020-06-25 Southampton-Arsenal,2020-06-25 18:00:00,Southampton,Arsenal,0,2,A,1,0,2.7,3.65,2.65,1674.08850098,1802.5333252
ENG-Premier League,1920,2020-06-27 Aston Villa-Wolves,2020-06-27 12:30:00,Aston Villa,Wolves,0,1,A,0,0,4.61,3.48,1.93,1602.37646484,1784.2911377
ENG-Premier League,1920,2020-06-28 Watford-Southampton,2020-06-28 16:30:00,Watford,Southampton,1,3,A,0,0,2.41,3.28,3.31,1682.66589355,1674.08850098
ENG-Premier League,1920,2020-06-29 Crystal Palace-Burnley,2020-06-29 20:00:00,Crystal Palace,Burnley,0,1,A,0,0,2.06,3.18,4.5,1726.61730957,1711.14550781
ENG-Premier League,1920,2020-06-30 Brighton-Man United,2020-06-30 20:15:00,Brighton,Man United,0,3,A,0,0,7.42,4.14,1.54,1640.24560547,1851.97485352
ENG-Premier League,1920,2020-07-01 Arsenal-Norwich,2020-07-01 18:00:00,Arsenal,Norwich,4,0,H,0,0,1.47,4.89,7.05,1802.5333252,1600.69494629
ENG-Premier League,1920,2020-07-01 Bournemouth-Newcastle,2020-07-01 18:00:00,Bournemouth,Newcastle,1,4,A,0,0,2.2,3.22,3.88,1638.36486816,1693.29589844
ENG-Premier League,1920,2020-07-01 Everton-Leicester,2020-07-01 18:00:00,Everton,Leicester,2,1,H,0,0,2.64,3.25,2.99,1737.55810547,1803.66064453
ENG-Premier League,1920,2020-07-01 West Ham-Chelsea,2020-07-01 20:15:00,West Ham,Chelsea,3,2,H,0,0,7.15,4.78,1.48,1679.32177734,1825.25744629
ENG-Premier League,1920,2020-07-02 Man City-Liverpool,2020-07-02 20:15:00,Man City,Liverpool,4,0,H,0,0,2.05,3.79,3.59,1975.79089355,2026.43139648
ENG-Premier League,1920,2020-07-02 Sheffield United-Tottenham,2020-07-02 18:00:00,Sheffield United,Tottenham,3,1,H,0,0,4.66,3.7,1.83,1706.29711914,1798.41308594
ENG-Premier League,1920,2020-07-04 Chelsea-Watford,2020-07-04 20:00:00,Chelsea,Watford,3,0,H,0,0,1.37,5.16,9.16,1825.25744629,1682.66589355
ENG-Premier League,1920,2020-07-04 Leicester-Crystal Palace,2020-07-04 15:00:00,Leicester,Crystal Palace,3,0,H,0,0,1.66,3.86,5.85,1803.66064453,1726.61730957
ENG-Premier League,1920,2020-07-04 Man United-Bournemouth,2020-07-04 15:00:00,Man United,Bournemouth,5,2,H,0,0,1.19,7.81,16.0,1851.97485352,1638.36486816
ENG-Premier League,1920,2020-07-04 Norwich-Brighton,2020-07-04 12:30:00,Norwich,Brighton,0,1,A,0,0,3.41,3.25,2.33,1600.69494629,1640.24560547
ENG-Premier League,1920,2020-07-04 Wolves-Arsenal,2020-07-04 17:30:00,Wolves,Arsenal,0,2,A,0,0,2.4,3.21,3.32,1784.2911377,1802.5333252
ENG-Premier League,1920,2020-07-05 Burnley-Sheffield United,2020-07-05 12:00:00,Burnley,Sheffield United,1,1,D,0,0,3.21,2.95,2.64,1711.14550781,1706.29711914
ENG-Premier League,1920,2020-07-05 Liverpool-Aston Villa,2020-07-05 16:30:00,Liverpool,Aston Villa,2,0,H,0,0,1.18,8.0,15.87,2026.43139648,1602.37646484
ENG-Premier League,1920,2020-07-05 Newcastle-West Ham,2020-07-05 14:15:00,Newcastle,West Ham,2,2,D,0,0,2.75,3.43,2.66,1693.29589844,1679.32177734
ENG-Premier League,1920,2020-07-05 Southampton-Man City,2020-07-05 19:00:00,Southampton,Man City,1,0,H,0,0,8.93,5.99,1.32,1674.08850098,1975.79089355
ENG-Premier League,1920,2020-07-06 Tottenham-Everton,2020-07-06 20:00:00,Tottenham,Everton,1,0,H,0,0,2.01,3.64,3.92,1798.41308594,1737.55810547
ENG-Premier League,1920,2020-07-07 Arsenal-Leicester,2020-07-07 20:15:00,Arsenal,Leicester,1,1,D,1,0,2.24,3.46,3.39,1802.5333252,1803.66064453
ENG-Premier League,1920,2020-07-07 Crystal Palace-Chelsea,2020-07-07 18:00:00,Crystal Palace,Chelsea,2,3,A,0,0,7.51,4.4,1.49,1726.61730957,1825.25744629
ENG-Premier League,1920,2020-07-07 Watford-Norwich,2020-07-07 18:00:00,Watford,Norwich,2,1,H,0,0,1.8,3.74,4.8,1682.66589355,1600.69494629
