league,season,game,date,home_team,away_team,FTHG,FTAG,FTR,HR,AR,PSCH,PSCD,PSCA,H_Elo,A_Elo
ENG-Premier League,2122,2021-12-15 Arsenal-West Ham,2021-12-15 20:00:00,Arsenal,West Ham,2,0,H,0,1,2.3,3.62,3.19,1866.67456055,1810.99633789
ENG-Premier League,2122,2021-12-15 Brighton-Wolves,2021-12-15 19:30:00,Brighton,Wolves,0,1,A,0,0,2.0,3.25,4.6,1720.88342285,1738.54443359
ENG-Premier League,2122,2021-12-15 Crystal Palace-Southampton,2021-12-15 19:30:00,Crystal Palace,Southampton,2,2,D,0,0,2.03,3.49,4.08,1693.30944824,1700.75109863
ENG-Premier League,2122,2021-12-16 Chelsea-Everton,2021-12-16 19:45:00,Chelsea,Everton,1,1,D,0,0,1.23,7.83,16.72,1923.20202637,1771.19372559
ENG-Premier League,2122,2021-12-16 Liverpool-Newcastle,2021-12-16 20:00:00,Liverpool,Newcastle,3,1,H,0,0,1.1,12.0,27.0,1940.19763184,1724.89587402
ENG-Premier League,2122,2021-12-18 Leeds-Arsenal,2021-12-18 17:30:00,Leeds,Arsenal,1,4,A,0,0,5.58,4.41,1.62,1783.74121094,1866.67456055
ENG-Premier League,2122,2021-12-19 Newcastle-Man City,2021-12-19 14:00:00,Newcastle,Man City,0,4,A,0,0,23.5,10.0,1.13,1724.89587402,2012.76818848
ENG-Premier League,2122,2021-12-19 Tottenham-Liverpool,2021-12-19 16:30:00,Tottenham,Liverpool,2,2,D,0,1,5.13,4.4,1.65,1831.75012207,1940.19763184
ENG-Premier League,2122,2021-12-19 Wolves-Chelsea,2021-12-19 14:00:00,Wolves,Chelsea,0,0,D,0,0,5.74,3.54,1.76,1738.54443359,1923.20202637
ENG-Premier League,2122,2021-12-26 Aston Villa-Chelsea,2021-12-26 17:30:00,Aston Villa,Chelsea,1,3,A,0,0,5.37,3.91,1.71,1747.11230469,1923.20202637
ENG-Premier League,2122,2021-12-26 Brighton-Brentford,2021-12-26 20:00:00,Brighton,Brentford,2,0,H,0,0,1.99,3.41,4.42,1720.88342285,
ENG-Premier League,2122,2021-12-26 Man City-Leicester,2021-12-26 15:00:00,Man City,Leicester,6,3,H,0,0,1.13,10.5,21.0,2012.76818848,1801.89501953
ENG-Premier League,2122,2021-12-26 Norwich-Arsenal,2021-12-26 15:00:00,Norwich,Arsenal,0,5,A,0,0,6.58,4.54,1.53,1600.69494629,1866.67456055
ENG-Premier League,2122,2021-12-26 Tottenham-Crystal Palace,2021-12-26 15:00:00,Tottenham,Crystal Palace,3,0,H,0,1,1.75,3.87,5.14,1831.75012207,1693.30944824
ENG-Premier League,2122,2021-12-26 West Ham-Southampton,2021-12-26 15:00:00,West Ham,Southampton,2,3,A,0,0,1.98,3.66,4.07,1810.99633789,1700.75109863
ENG-Premier League,2122,2021-12-27 Newcastle-Man United,2021-12-27 20:00:00,Newcastle,Man United,1,1,D,0,0,6.28,4.74,1.53,1724.89587402,1925.87194824
ENG-Premier League,2122,2021-12-28 Crystal Palace-Norwich,2021-12-28 15:00:00,Crystal Palace,Norwich,3,0,H,0,0,1.78,3.6,5.48,1693.30944824,1600.69494629
ENG-Premier League,2122,2021-12-28 Leicester-Liverpool,2021-12-28 20:00:00,Leicester,Liverpool,1,0,H,0,0,8.27,6.23,1.33,1801.89501953,1940.19763184
ENG-Premier League,2122,2021-12-28 Southampton-Tottenham,2021-12-28 15:00:00,Southampton,Tottenham,1,1,D,1,0,3.77,3.37,2.17,1700.75109863,1831.75012207
ENG-Premier League,2122,2021-12-28 Watford-West Ham,2021-12-28 15:00:00,Watford,West Ham,1,4,A,0,0,3.59,3.84,2.07,1682.66589355,1810.99633789
ENG-Premier League,2122,2021-12-29 Brentford-Man City,2021-12-29 20:15:00,Brentford,Man City,0,1,A,0,0,14.33,8.47,1.19,,2012.76818848
ENG-Premier League,2122,2021-12-29 Chelsea-Brighton,2021-12-29 19:30:00,Chelsea,Brighton,1,1,D,0,0,1.35,5.04,11.23,1923.20202637,1720.88342285
ENG-Premier League,2122,2021-12-30 Man United-Burnley,2021-12-30 20:15:00,Man United,Burnley,3,1,H,0,0,1.39,4.97,9.7,1925.87194824,1709.37329102
ENG-Premier League,2122,2022-01-01 Arsenal-Man City,2022-01-01 12:30:00,Arsenal,Man City,1,2,A,1,0,5.24,4.21,1.68,1866.67456055,2012.76818848
ENG-Premier League,2122,2022-01-01 Crystal Palace-West Ham,2022-01-01 17:30:00,Crystal Palace,West Ham,2,3,A,0,0,3.56,3.37,2.25,1693.30944824,1810.99633789
ENG-Premier League,2122,2022-01-01 Watford-Tottenham,2022-01-01 15:00:00,Watford,Tottenham,0,1,A,0,0,6.01,4.12,1.63,1682.66589355,1831.75012207
ENG-Premier League,2122,2022-01-02 Brentford-Aston Villa,2022-01-02 14:00:00,Brentford,Aston Villa,2,1,H,0,0,2.95,3.21,2.69,,1747.11230469
ENG-Premier League,2122,2022-01-02 Chelsea-Liverpool,2022-01-02 16:30:00,Chelsea,Liverpool,2,2,D,0,0,2.67,3.58,2.72,1923.20202637,1940.19763184
ENG-Premier League,2122,2022-01-02 Everton-Brighton,2022-01-02 14:00:00,Everton,Brighton,2,3,A,0,0,2.91,3.12,2.67,1771.19372559,1720.88342285
ENG-Premier League,2122,2022-01-02 Leeds-Burnley,2022-01-02 14:00:00,Leeds,Burnley,3,1,H,0,0,2.12,3.52,3.73,1783.74121094,1709.37329102
ENG-Premier League,2122,2022-01-03 Man United-Wolves,2022-01-03 17:30:00,Man United,Wolves,0,1,A,0,0,1.74,3.74,5.53,1925.87194824,1738.54443359
ENG-Premier League,2122,2022-01-11 Southampton-Brentford,2022-01-11 19:45:00,Southampton,Brentford,4,1,H,0,0,2.23,3.33,3.67,1700.75109863,
ENG-Premier League,2122,2022-01-12 West Ham-Norwich,2022-01-12 19:45:00,West Ham,Norwich,2,0,H,0,0,1.4,5.15,8.47,1810.99633789,1600.69494629
ENG-Premier League,2122,2022-01-14 Brighton-Crystal Palace,2022-01-14 20:00:00,Brighton,Crystal Palace,1,1,D,0,0,2.05,3.4,4.14,1720.88342285,1693.30944824
ENG-Premier League,2122,2022-01-15 Aston Villa-Man United,2022-01-15 17:30:00,Aston Villa,Man United,2,2,D,0,0,2.49,3.61,2.91,1747.11230469,1925.87194824
ENG-Premier League,2122,2022-01-15 Man City-Chelsea,2022-01-15 12:30:00,Man City,Chelsea,1,0,H,0,0,1.67,4.21,5.35,2012.76818848,1923.20202637
ENG-Premier League,2122,2022-01-15 Newcastle-Watford,2022-01-15 15:00:00,Newcastle,Watford,1,1,D,0,0,1.84,3.71,4.61,1724.89587402,1682.66589355
ENG-Premier League,2122,2022-01-15 Norwich-Everton,2022-01-15 15:00:00,Norwich,Everton,2,1,H,0,0,3.56,3.37,2.25,1600.69494629,1771.19372559
ENG-Premier League,2122,2022-01-15 Wolves-Southampton,2022-01-15 15:00:00,Wolves,Southampton,3,1,H,0,0,2.49,3.04,3.44,1738.54443359,1700.75109863
ENG-Premier League,2122,2022-01-16 Liverpool-Brentford,2022-01-16 14:00:00,Liverpool,Brentford,3,0,H,0,0,1.29,6.25,11.37,1940.19763184,
ENG-Premier League,2122,2022-01-16 West Ham-Leeds,2022-01-16 14:00:00,West Ham,Leeds,2,3,A,0,0,1.69,4.24,5.03,1810.99633789,1783.74121094
ENG-Premier League,2122,2022-01-18 Brighton-Chelsea,2022-01-18 20:00:00,Brighton,Chelsea,1,1,D,0,0,5.48,3.81,1.72,1720.88342285,1923.20202637
ENG-Premier League,2122,2022-01-19 Brentford-Man United,2022-01-19 20:00:00,Brentford,Man United,1,3,A,0,0,4.91,3.91,1.76,,1925.87194824
ENG-Premier League,2122,2022-01-19 Leicester-Tottenham,2022-01-19 19:30:00,Leicester,Tottenham,2,3,A,0,0,3.34,3.5,2.27,1801.89501953,1831.75012207
ENG-Premier League,2122,2022-01-21 Watford-Norwich,2022-01-21 20:00:00,Watford,Norwich,0,3,A,1,0,2.07,3.54,3.88,1682.66589355,1600.69494629
ENG-Premier League,2122,2022-01-22 Brentford-Wolves,2022-01-22 15:00:00,Brentford,Wolves,1,2,A,0,0,2.53,3.07,3.33,,1738.54443359
ENG-Premier League,2122,2022-01-22 Everton-Aston Villa,2022-01-22 12:30:00,Everton,Aston Villa,0,1,A,0,0,2.65,3.63,2.69,1771.19372559,1747.11230469
ENG-Premier League,2122,2022-01-22 Leeds-Newcastle,2022-01-22 15:00:00,Leeds,Newcastle,0,1,A,0,0,1.86,4.06,4.17,1783.74121094,1724.89587402
ENG-Premier League,2122,2022-01-22 Man United-West Ham,2022-01-22 15:00:00,Man United,West Ham,1,0,H,0,0,2.17,3.6,3.52,1925.87194824,1810.99633789
ENG-Premier League,2122,2022-01-22 Southampton-Man City,2022-01-22 17:30:00,Southampton,Man City,1,1,D,0,0,12.25,6.06,1.3,1700.75109863,2012.76818848
ENG-Premier League,2122,2022-01-23 Arsenal-Burnley,2022-01-23 14:00:00,Arsenal,Burnley,0,0,D,0,0,1.32,5.57,11.9,1866.67456055,1709.37329102
ENG-Premier League,2122,2022-01-23 Chelsea-Tottenham,2022-01-23 16:30:00,Chelsea,Tottenham,2,0,H,0,0,1.74,3.89,5.2,1923.20202637,1831.75012207
ENG-Premier League,2122,2022-01-23 Crystal Palace-Liverpool,2022-01-23 14:00:00,Crystal Palace,Liverpool,1,3,A,0,0,6.26,4.27,1.58,1693.30944824,1940.19763184
ENG-Premier League,2122,2022-01-23 Leicester-Brighton,2022-01-23 14:00:00,Leicester,Brighton,1,1,D,0,0,2.71,3.39,2.79,1801.89501953,1720.88342285
ENG-Premier League,2122,2022-02-05 Burnley-Watford,2022-02-05 18:00:00,Burnley,Watford,0,0,D,0,0,2.22,3.32,3.69,1709.37329102,1682.66589355
ENG-Premier League,2122,2022-02-08 Burnley-Man United,2022-02-08 20:00:00,Burnley,Man United,1,1,D,0,0,6.65,4.25,1.56,1709.37329102,1925.87194824
ENG-Premier League,2122,2022-02-08 Newcastle-Everton,2022-02-08 19:45:00,Newcastle,Everton,3,1,H,0,0,2.59,3.44,2.87,1724.89587402,1771.19372559
ENG-Premier League,2122,2022-02-08 West Ham-Watford,2022-02-08 19:45:00,West Ham,Watford,1,0,H,0,0,1.55,4.32,7.03,1810.99633789,1682.66589355
ENG-Premier League,2122,2022-02-09 Aston Villa-Leeds,2022-02-09 20:00:00,Aston Villa,Leeds,3,3,D,1,0,1.98,3.71,3.96,1747.11230469,1783.74121094
ENG-Premier League,2122,2022-02-09 Man City-Brentford,2022-02-09 19:45:00,Man City,Brentford,2,0,H,0,0,1.1,11.25,31.0,2012.76818848,
ENG-Premier League,2122,2022-02-09 Norwich-Crystal Palace,2022-02-09 19:45:00,Norwich,Crystal Palace,1,1,D,0,0,3.53,3.27,2.31,1600.69494629,1693.30944824
ENG-Premier League,2122,2022-02-09 Tottenham-Southampton,2022-02-09 19:45:00,Tottenham,Southampton,2,3,A,0,0,1.57,4.27,6.41,1831.75012207,1700.75109863
ENG-Premier League,2122,2022-02-10 Liverpool-Leicester,2022-02-10 19:45:00,Liverpool,Leicester,2,0,H,0,0,1.2,8.0,14.0,1940.19763184,1801.89501953
ENG-Premier League,2122,2022-02-10 Wolves-Arsenal,2022-02-10 19:45:00,Wolves,Arsenal,0,1,A,0,1,4.16,3.35,2.05,1738.54443359,1866.67456055
ENG-Premier League,2122,2022-02-12 Brentford-Crystal Palace,2022-02-12 15:00:00,Brentford,Crystal Palace,0,0,D,0,0,3.14,3.28,2.49,,1693.30944824
ENG-Premier League,2122,2022-02-12 Everton-Leeds,2022-02-12 15:00:00,Everton,Leeds,3,0,H,0,0,2.66,3.65,2.67,1771.19372559,1783.74121094
ENG-Premier League,2122,2022-02-12 Man United-Southampton,2022-02-12 12:30:00,Man United,Southampton,1,1,D,0,0,1.54,4.61,6.26,1925.87194824,1700.75109863
ENG-Premier League,2122,2022-02-12 Norwich-Man City,2022-02-12 17:30:00,Norwich,Man City,0,4,A,0,0,18.5,7.75,1.18,1600.69494629,2012.76818848
ENG-Premier League,2122,2022-02-12 Watford-Brighton,2022-02-12 15:00:00,Watford,Brighton,0,2,A,0,0,4.25,3.45,2.0,1682.66589355,1720.88342285
ENG-Premier League,2122,2022-02-13 Burnley-Liverpool,2022-02-13 14:00:00,Burnley,Liverpool,0,1,A,0,0,13.5,7.2,1.22,1709.37329102,1940.19763184
ENG-Premier League,2122,2022-02-13 Leicester-West Ham,2022-02-13 16:30:00,Leicester,West Ham,2,2,D,0,0,3.02,3.62,2.39,1801.89501953,1810.99633789
ENG-Premier League,2122,2022-02-13 Newcastle-Aston Villa,2022-02-13 14:00:00,Newcastle,Aston Villa,1,0,H,0,0,2.83,3.4,2.67,1724.89587402,1747.11230469
ENG-Premier League,2122,2022-02-13 Tottenham-Wolves,2022-02-13 14:00:00,Tottenham,Wolves,0,2,A,0,0,1.69,3.78,5.9,1831.75012207,1738.54443359
ENG-Premier League,2122,2022-02-15 Man United-Brighton,2022-02-15 20:15:00,Man United,Brighton,2,0,H,0,1,1.83,3.59,5.0,1925.87194824,1720.88342285
ENG-Premier League,2122,2022-02-19 Arsenal-Brentford,2022-02-19 15:00:00,Arsenal,Brentford,2,1,H,0,0,1.52,4.12,7.83,1866.67456055,
ENG-Premier League,2122,2022-02-19 Aston Villa-Watford,2022-02-19 15:00:00,Aston Villa,Watford,0,1,A,0,0,1.61,4.04,6.2,1747.11230469,1682.66589355
ENG-Premier League,2122,2022-02-19 Brighton-Burnley,2022-02-19 15:00:00,Brighton,Burnley,0,3,A,0,0,1.68,3.53,6.76,1720.88342285,1709.37329102
ENG-Premier League,2122,2022-02-19 Crystal Palace-Chelsea,2022-02-19 15:00:00,Crystal Palace,Chelsea,0,1,A,0,0,6.49,3.91,1.62,1693.30944824,1923.20202637
ENG-Premier League,2122,2022-02-19 Liverpool-Norwich,2022-02-19 15:00:00,Liverpool,Norwich,3,1,H,0,0,1.13,9.55,25.79,1940.19763184,1600.69494629
ENG-Premier League,2122,2022-02-19 Man City-Tottenham,2022-02-19 17:30:00,Man City,Tottenham,2,3,A,0,0,1.28,6.26,11.17,2012.76818848,1831.75012207
ENG-Premier League,2122,2022-02-19 Southampton-Everton,2022-02-19 15:00:00,Southampton,Everton,2,0,H,0,0,1.99,3.67,3.97,1700.75109863,1771.19372559
ENG-Premier League,2122,2022-02-19 West Ham-Newcastle,2022-02-19 12:30:00,West Ham,Newcastle,1,1,D,0,0,1.62,4.21,5.8,1810.99633789,1724.89587402
ENG-Premier League,2122,2022-02-20 Leeds-Man United,2022-02-20 14:00:00,Leeds,Man United,2,4,A,0,0,5.02,4.27,1.68,1783.74121094,1925.87194824
ENG-Premier League,2122,2022-02-20 Wolves-Leicester,2022-02-20 16:30:00,Wolves,Leicester,2,1,H,0,0,2.19,3.27,3.81,1738.54443359,1801.89501953
ENG-Premier League,2122,2022-02-23 Burnley-Tottenham,2022-02-23 19:30:00,Burnley,Tottenham,1,0,H,0,0,4.71,3.56,1.88,1709.37329102,1831.75012207
ENG-Premier League,2122,2022-02-23 Liverpool-Leeds,2022-02-23 19:45:00,Liverpool,Leeds,6,0,H,0,0,1.18,8.5,16.0,1940.19763184,1783.74121094
ENG-Premier League,2122,2022-02-23 Watford-Crystal Palace,2022-02-23 19:30:00,Watford,Crystal Palace,1,4,A,0,0,3.03,3.17,2.66,1682.66589355,1693.30944824
ENG-Premier League,2122,2022-02-24 Arsenal-Wolves,2022-02-24 19:45:00,Arsenal,Wolves,2,1,H,0,0,1.68,3.76,6.16,1866.67456055,1738.54443359
ENG-Premier League,2122,2022-02-25 Southampton-Norwich,2022-02-25 20:00:00,Southampton,Norwich,2,0,H,0,0,1.51,4.45,6.93,1700.75109863,1600.69494629
ENG-Premier League,2122,2022-02-26 Brentford-Newcastle,2022-02-26 15:00:00,Brentford,Newcastle,0,2,A,1,0,2.32,3.17,3.6,,1724.89587402
ENG-Premier League,2122,2022-02-26 Brighton-Aston Villa,2022-02-26 15:30:00,Brighton,Aston Villa,0,2,A,0,0,2.26,3.29,3.64,1720.88342285,1747.11230469
ENG-Premier League,2122,2022-02-26 Crystal Palace-Burnley,2022-02-26 15:00:00,Crystal Palace,Burnley,1,1,D,0,0,1.92,3.34,4.9,1693.30944824,1709.37329102
ENG-Premier League,2122,2022-02-26 Everton-Man City,2022-02-26 17:30:00,Everton,Man City,0,1,A,0,0,12.5,6.75,1.25,1771.19372559,2012.76818848
ENG-Premier League,2122,2022-02-26 Leeds-Tottenham,2022-02-26 12:30:00,Leeds,Tottenham,0,4,A,0,0,3.79,3.87,2.0,1783.74121094,1831.75012207
ENG-Premier League,2122,2022-02-26 Man United-Watford,2022-02-26 15:00:00,Man United,Watford,0,0,D,0,0,1.39,4.98,9.14,1925.87194824,1682.66589355
ENG-Premier League,2122,2022-02-27 West Ham-Wolves,2022-02-27 14:00:00,West Ham,Wolves,1,0,H,0,0,1.94,3.41,4.64,1810.99633789,1738.54443359
ENG-Premier League,2122,2022-03-01 Burnley-Leicester,2022-03-01 19:45:00,Burnley,Leicester,0,2,A,0,0,2.95,3.31,2.63,1709.37329102,1801.89501953
ENG-Premier League,2122,2022-03-05 Aston Villa-Southampton,2022-03-05 15:00:00,Aston Villa,Southampton,4,0,H,0,0,2.27,3.62,3.32,1747.11230469,1700.75109863
ENG-Premier League,2122,2022-03-05 Burnley-Chelsea,2022-03-05 15:00:00,Burnley,Chelsea,0,4,A,0,0,7.4,4.06,1.55,1709.37329102,1923.20202637
ENG-Premier League,2122,2022-03-05 Leicester-Leeds,2022-03-05 12:30:00,Leicester,Leeds,1,0,H,0,0,2.14,3.69,3.51,1801.89501953,1783.74121094
ENG-Premier League,2122,2022-03-05 Liverpool-West Ham,2022-03-05 17:30:00,Liverpool,West Ham,1,0,H,0,0,1.27,6.5,11.5,1940.19763184,1810.99633789
ENG-Premier League,2122,2022-03-05 Newcastle-Brighton,2022-03-05 15:00:00,Newcastle,Brighton,2,1,H,0,0,2.8,3.17,2.86,1724.89587402,1720.88342285
ENG-Premier League,2122,2022-03-05 Norwich-Brentford,2022-03-05 15:00:00,Norwich,Brentford,1,3,A,0,0,3.22,3.25,2.48,1600.69494629,
ENG-Premier League,2122,2022-03-05 Wolves-Crystal Palace,2022-03-05 15:00:00,Wolves,Crystal Palace,0,2,A,0,0,2.4,3.09,3.55,1738.54443359,1693.30944824
ENG-Premier League,2122,2022-03-06 Man City-Man United,2022-03-06 16:30:00,Man City,Man United,4,1,H,0,0,1.43,5.06,7.66,2012.76818848,1925.87194824
ENG-Premier League,2122,2022-03-06 Watford-Arsenal,2022-03-06 14:00:00,Watford,Arsenal,2,3,A,0,0,6.84,4.31,1.55,1682.66589355,1866.67456055
ENG-Premier League,2122,2022-03-07 Tottenham-Everton,2022-03-07 20:00:00,Tottenham,Everton,5,0,H,0,0,1.77,3.83,5.05,1831.75012207,1771.19372559
ENG-Premier League,2122,2022-03-10 Leeds-Aston Villa,2022-03-10 19:45:00,Leeds,Aston Villa,0,3,A,0,0,2.86,3.63,2.51,1783.74121094,1747.11230469
ENG-Premier League,2122,2022-03-10 Norwich-Chelsea,2022-03-10 19:30:00,Norwich,Chelsea,1,3,A,0,0,10.58,4.98,1.36,1600.69494629,1923.20202637
ENG-Premier League,2122,2022-03-10 Southampton-Newcastle,2022-03-10 19:30:00,Southampton,Newcastle,1,2,A,0,0,1.92,3.64,4.41,1700.75109863,1724.89587402
ENG-Premier League,2122,2022-03-10 Wolves-Watford,2022-03-10 19:30:00,Wolves,Watford,4,0,H,0,0,1.97,3.44,4.44,1738.54443359,1682.66589355
ENG-Premier League,2122,2022-03-12 Brentford-Burnley,2022-03-12 15:00:00,Brentford,Burnley,2,0,H,0,1,2.14,3.37,3.88,,1709.37329102
ENG-Premier League,2122,2022-03-12 Brighton-Liverpool,2022-03-12 12:30:00,Brighton,Liverpool,0,2,A,0,0,6.88,4.63,1.51,1720.88342285,1940.19763184
ENG-Premier League,2122,2022-03-12 Man United-Tottenham,2022-03-12 17:30:00,Man United,Tottenham,3,2,H,0,0,2.39,3.54,3.12,1925.87194824,1831.75012207
ENG-Premier League,2122,2022-03-13 Arsenal-Leicester,2022-03-13 16:30:00,Arsenal,Leicester,2,0,H,0,0,1.45,4.78,7.92,1866.67456055,1801.89501953
ENG-Premier League,2122,2022-03-13 Chelsea-Newcastle,2022-03-13 14:00:00,Chelsea,Newcastle,1,0,H,0,0,1.41,4.94,8.76,1923.20202637,1724.89587402
ENG-Premier League,2122,2022-03-13 Everton-Wolves,2022-03-13 14:00:00,Everton,Wolves,0,1,A,1,0,2.33,3.1,3.69,1771.19372559,1738.54443359
ENG-Premier League,2122,2022-03-13 Leeds-Norwich,2022-03-13 14:00:00,Leeds,Norwich,2,1,H,0,0,1.62,4.38,5.62,1783.74121094,1600.69494629
ENG-Premier League,2122,2022-03-13 Southampton-Watford,2022-03-13 14:00:00,Southampton,Watford,1,2,A,0,0,1.68,4.05,5.48,1700.75109863,1682.66589355
ENG-Premier League,2122,2022-03-13 West Ham-Aston Villa,2022-03-13 14:00:00,West Ham,Aston Villa,2,1,H,0,0,2.58,3.31,3.01,1810.99633789,1747.11230469
ENG-Premier League,2122,2022-03-14 Crystal Palace-Man City,2022-03-14 20:00:00,Crystal Palace,Man City,0,0,D,0,0,9.88,5.58,1.34,1693.30944824,2012.76818848
ENG-Premier League,2122,2022-03-16 Arsenal-Liverpool,2022-03-16 20:15:00,Arsenal,Liverpool,0,2,A,0,0,3.75,3.6,2.09,1866.67456055,1940.19763184
ENG-Premier League,2122,2022-03-16 Brighton-Tottenham,2022-03-16 19:30:00,Brighton,Tottenham,0,2,A,0,0,3.79,3.49,2.12,1720.88342285,1831.75012207
ENG-Premier League,2122,2022-03-17 Everton-Newcastle,2022-03-17 19:45:00,Everton,Newcastle,1,0,H,1,0,2.41,3.31,3.28,1771.19372559,1724.89587402
ENG-Premier League,2122,2022-03-18 Wolves-Leeds,2022-03-18 20:00:00,Wolves,Leeds,2,3,A,1,0,2.29,3.38,3.47,1738.54443359,1783.74121094
ENG-Premier League,2122,2022-03-19 Aston Villa-Arsenal,2022-03-19 12:30:00,Aston Villa,Arsenal,0,1,A,0,0,2.96,3.42,2.55,1747.11230469,1866.67456055
ENG-Premier League,2122,2022-03-20 Leicester-Brentford,2022-03-20 14:00:00,Leicester,Brentford,2,1,H,0,0,2.13,3.55,3.68,1801.89501953,
ENG-Premier League,2122,2022-03-20 Tottenham-West Ham,2022-03-20 16:30:00,Tottenham,West Ham,3,1,H,0,0,1.73,3.86,5.32,1831.75012207,1810.99633789
ENG-Premier League,2122,2022-04-02 Brighton-Norwich,2022-04-02 15:00:00,Brighton,Norwich,0,0,D,0,0,1.52,4.33,7.16,1720.88342285,1600.69494629
ENG-Premier League,2122,2022-04-02 Burnley-Man City,2022-04-02 15:00:00,Burnley,Man City,0,2,A,0,0,16.5,7.3,1.2,1709.37329102,2012.76818848
ENG-Premier League,2122,2022-04-02 Chelsea-Brentford,2022-04-02 15:00:00,Chelsea,Brentford,1,4,A,0,0,1.4,4.77,9.59,1923.20202637,
ENG-Premier League,2122,2022-04-02 Leeds-Southampton,2022-04-02 15:00:00,Leeds,Southampton,1,1,D,0,0,2.5,3.63,2.86,1783.74121094,1700.75109863
ENG-Premier League,2122,2022-04-02 Liverpool-Watford,2022-04-02 12:30:00,Liverpool,Watford,2,0,H,0,0,1.17,8.5,18.0,1940.19763184,1682.66589355
ENG-Premier League,2122,2022-04-02 Man United-Leicester,2022-04-02 17:30:00,Man United,Leicester,1,1,D,0,0,1.56,4.76,5.69,1925.87194824,1801.89501953
ENG-Premier League,2122,2022-04-02 Wolves-Aston Villa,2022-04-02 15:00:00,Wolves,Aston Villa,2,1,H,0,0,3.16,3.09,2.62,1738.54443359,1747.11230469
ENG-Premier League,2122,2022-04-03 Tottenham-Newcastle,2022-04-03 16:30:00,Tottenham,Newcastle,5,1,H,0,0,1.56,4.33,6.45,1831.75012207,1724.89587402
ENG-Premier League,2122,2022-04-03 West Ham-Everton,2022-04-03 14:00:00,West Ham,Everton,2,1,H,0,1,1.79,3.84,4.87,1810.99633789,1771.19372559
ENG-Premier League,2122,2022-04-04 Crystal Palace-Arsenal,2022-04-04 20:00:00,Crystal Palace,Arsenal,3,0,H,0,0,4.15,3.35,2.07,1693.30944824,1866.67456055
ENG-Premier League,2122,2022-04-06 Burnley-Everton,2022-04-06 19:30:00,Burnley,Everton,3,2,H,0,0,2.59,3.09,3.2,1709.37329102,1771.19372559
ENG-Premier League,2122,2022-04-08 Newcastle-Wolves,2022-04-08 20:00:00,Newcastle,Wolves,1,0,H,0,0,2.0,3.41,4.47,1724.89587402,1738.54443359
ENG-Premier League,2122,2022-04-09 Arsenal-Brighton,2022-04-09 15:00:00,Arsenal,Brighton,1,2,A,0,0,1.64,3.88,6.43,1866.67456055,1720.88342285
ENG-Premier League,2122,2022-04-09 Aston Villa-Tottenham,2022-04-09 17:30:00,Aston Villa,Tottenham,0,4,A,0,0,3.47,3.59,2.2,1747.11230469,1831.75012207
ENG-Premier League,2122,2022-04-09 Everton-Man United,2022-04-09 12:30:00,Everton,Man United,1,0,H,0,0,4.09,3.88,1.92,1771.19372559,1925.87194824
ENG-Premier League,2122,2022-04-09 Southampton-Chelsea,2022-04-09 15:00:00,Southampton,Chelsea,0,6,A,0,0,3.93,3.56,2.05,1700.75109863,1923.20202637
ENG-Premier League,2122,2022-04-09 Watford-Leeds,2022-04-09 15:00:00,Watford,Leeds,0,3,A,0,0,2.91,3.45,2.57,1682.66589355,1783.74121094
ENG-Premier League,2122,2022-04-10 Brentford-West Ham,2022-04-10 14:00:00,Brentford,West Ham,2,0,H,0,0,2.77,3.35,2.76,,1810.99633789
ENG-Premier League,2122,2022-04-10 Leicester-Crystal Palace,2022-04-10 14:00:00,Leicester,Crystal Palace,2,1,H,0,0,2.53,3.29,3.1,1801.89501953,1693.30944824
ENG-Premier League,2122,2022-04-10 Man City-Liverpool,2022-04-10 16:30:00,Man City,Liverpool,2,2,D,0,0,1.98,3.82,3.9,2012.76818848,1940.19763184
ENG-Premier League,2122,2022-04-10 Norwich-Burnley,2022-04-10 14:00:00,Norwich,Burnley,2,0,H,0,0,3.23,3.42,2.38,1600.69494629,1709.37329102
ENG-Premier League,2122,2022-04-16 Man United-Norwich,2022-04-16 15:00:00,Man United,Norwich,3,2,H,0,0,1.29,6.35,9.95,1925.87194824,1600.69494629
ENG-Premier League,2122,2022-04-16 Southampton-Arsenal,2022-04-16 15:00:00,Southampton,Arsenal,1,0,H,0,0,4.08,3.79,1.94,1700.75109863,1866.67456055
ENG-Premier League,2122,2022-04-16 Tottenham-Brighton,2022-04-16 12:30:00,Tottenham,Brighton,0,1,A,0,0,1.51,4.56,6.92,1831.75012207,1720.88342285
ENG-Premier League,2122,2022-04-16 Watford-Brentford,2022-04-16 15:00:00,Watford,Brentford,1,2,A,0,0,2.94,3.39,2.58,1682.66589355,
ENG-Premier League,2122,2022-04-17 Newcastle-Leicester,2022-04-17 14:15:00,Newcastle,Leicester,2,1,H,0,0,2.06,3.56,3.9,1724.89587402,1801.89501953
ENG-Premier League,2122,2022-04-17 West Ham-Burnley,2022-04-17 14:15:00,West Ham,Burnley,1,1,D,0,0,1.81,3.8,4.84,1810.99633789,1709.37329102
ENG-Premier League,2122,2022-04-19 Liverpool-Man United,2022-04-19 20:00:00,Liverpool,Man United,4,0,H,0,0,1.34,5.78,9.17,1940.19763184,1925.87194824
