Player,MBAPPE,O-MBAPPE,D-MBAPPE,eLPA,Born,Age,Competition,Team,Nation,Primary Position,Secondary Positions,SCA%,PRG%,TO%,FIN%,INT%,TKL%,SP%,AER%,USG%,DENY%
Fran Tudor,-0.002,-0.002,-0.001,0.0,1995,27.0,UEL,RKS Raków,Croatia,CB,RM,9.1,10.8,9.5,-3.6,1.0,1.4,1.5,47.9,3.7,0.0
Fran Vieites,0.002,0.008,-0.006,0.44,1999,24.0,La Liga,Real Betis,Spain,GK,,6.9,7.1,9.1,-1.2,0.8,1.0,0.9,50.0,3.0,0.0
Francesco Acerbi,0.082,0.029,0.053,4.8,1988,35.0,"UCL, Serie A",Inter Milan,Italy,CB,,4.5,7.5,7.2,4.5,1.7,0.9,0.3,63.3,2.8,0.0
Francesco Caputo,-0.034,-0.033,-0.001,1.44,1987,35.0,Serie A,Empoli,Italy,ST,,9.2,6.7,7.0,-2.0,0.6,0.7,0.5,42.9,3.9,0.0
Francesco Gelli,-0.041,-0.045,0.004,1.68,1996,26.0,Serie A,Frosinone,Italy,CM,"LB, AM, RW, RB, LW, ST, LM, RM",9.9,10.3,8.7,-4.1,1.1,1.2,2.9,50.0,4.5,0.0
Francesco Ruberto,-0.04,-0.032,-0.008,0.61,1993,30.0,Primeira Liga,Vizela,Switzerland,GK,,6.1,6.4,9.8,-1.2,0.8,0.9,0.7,51.5,2.7,-4.8
Francis Abu,-0.067,-0.06,-0.007,0.36,2001,22.0,Belgian Pro League,Cercle Brugge,Ghana,DM,CM,8.6,10.0,8.8,-1.7,1.4,1.5,1.4,57.8,3.9,0.0
Francis Amuzu,-0.021,-0.024,0.003,0.69,1999,23.0,Belgian Pro League,Anderlecht,Belgium,LW,"RW, RM",11.0,10.2,8.2,8.5,0.8,1.0,1.3,53.9,5.6,0.0
Francis Coquelin,0.009,-0.001,0.01,1.32,1991,32.0,"UEL, La Liga",Villarreal,France,CM,"LM, RM",7.7,8.5,7.6,-2.7,1.8,1.3,0.6,56.1,3.1,0.0
Francisco Conceição,0.06,0.047,0.013,3.49,2002,20.0,"Primeira Liga, UCL",Porto,Portugal,RW,RM,15.9,12.0,10.8,-3.2,0.5,1.8,2.5,37.3,8.1,0.0
Francisco Jesús Crespo García,0.03,0.022,0.008,0.81,1996,27.0,La Liga,Las Palmas,Spain,RW,"LW, ST, RM",11.5,9.6,10.3,2.7,0.9,1.5,1.3,52.6,4.6,0.0
Francisco Montero,0.006,-0.033,0.039,3.7,1999,24.0,Primeira Liga,Arouca,Spain,CB,,4.7,8.6,8.8,-0.2,1.5,1.1,0.5,51.4,2.3,0.0
Francisco Ortega,0.001,-0.001,0.002,0.0,1999,24.0,UEL,Olympiacos,Argentina,LB,,9.3,9.2,8.8,-1.2,1.3,1.4,0.8,48.7,3.9,0.0
Francisco Perez,-0.026,-0.036,0.01,2.44,2002,20.0,La Liga,Valencia,Spain,RW,"RM, LM",10.7,9.5,8.9,-1.6,1.0,1.1,0.4,38.7,3.6,0.0
Francisco Trincão,0.082,0.075,0.007,3.42,1999,23.0,"Primeira Liga, UEL",Sporting CP,Portugal,RW,"AM, LW",13.7,10.7,8.8,7.0,0.6,1.4,1.3,41.2,6.4,0.0
Franck Honorat,0.074,0.029,0.045,4.57,1996,26.0,Bundesliga,Borussia Mönchengladbach,France,RW,"RB, ST, RM, WB",13.1,11.6,12.2,5.4,0.7,0.9,6.7,48.5,5.3,0.0
Franco Cervi,0.023,0.019,0.004,0.85,1994,29.0,La Liga,Celta Vigo,Argentina,LM,"LB, WB",10.1,9.8,9.0,-2.7,1.3,2.1,0.8,47.9,4.5,0.0
Franco Israel,-0.027,-0.028,0.002,1.06,2000,23.0,"Primeira Liga, UEL",Sporting CP,Uruguay,GK,,4.0,4.0,6.7,-1.2,0.5,0.6,0.5,53.0,1.9,1.7
Frank Magri,-0.004,-0.002,-0.002,1.95,1999,23.0,"UEL, Ligue 1",Toulouse,Cameroon,ST,"AM, RW, LW, LM",10.9,8.0,8.8,8.7,0.7,1.3,0.5,40.3,4.8,0.0
Frank Onyeka,0.019,0.02,-0.001,1.78,1998,25.0,Premier League,Brentford,Nigeria,CM,RM,11.1,8.6,8.6,-6.5,1.8,1.9,0.6,40.0,5.2,0.0
Frantzdy Pierrot,-0.04,-0.038,-0.002,0.0,1995,28.0,UEL,Maccabi Haifa,Haiti,ST,,8.5,8.0,9.5,-5.0,0.8,1.3,0.9,45.0,3.9,0.0
Franz Brorsson,-0.012,-0.009,-0.003,0.0,1996,27.0,UEL,Aris Limassol FC,Sweden,CB,,8.5,8.4,8.8,-1.2,1.2,1.1,1.0,51.2,3.7,0.0
François Mughe,0.005,0.005,-0.001,0.26,2004,19.0,"UEL, Ligue 1",Marseille,Cameroon,ST,"RM, LM, WB",11.4,9.2,9.4,-1.7,1.0,1.1,1.3,52.8,4.9,0.0
Fraser Hornby,0.018,0.015,0.004,0.33,1999,23.0,Bundesliga,Darmstadt 98,Scotland,ST,,10.3,8.8,9.4,-4.6,0.9,1.1,1.0,48.2,4.4,0.0
Fred Onyedinma,0.004,0.005,-0.002,0.57,1996,26.0,Premier League,Luton Town,England,WB,,7.7,8.3,9.0,-1.7,0.9,1.4,0.9,53.7,3.4,0.0
Frederic Ananou,-0.045,-0.039,-0.006,0.56,1997,25.0,Belgian Pro League,Sint-Truiden,Togo,WB,"RB, RM",8.6,8.6,8.3,-2.2,1.2,1.4,1.1,53.3,3.7,0.0
Frederic Guilbert,0.029,-0.009,0.038,4.02,1994,28.0,Ligue 1,Strasbourg,France,LB,"CB, RB, RM, WB",7.1,10.0,11.3,-0.2,2.7,1.9,1.7,38.9,2.9,0.0
Frederik Rønnow,0.032,-0.011,0.043,4.85,1992,30.0,"Bundesliga, UCL",Union Berlin,Denmark,GK,,2.8,2.8,8.5,-1.2,0.3,0.4,0.4,59.5,1.2,-0.3
Fredrik Aursnes,0.041,0.005,0.036,4.74,1995,27.0,"Primeira Liga, UCL",Benfica,Norway,RB,"LB, DM, LW, LM",10.0,9.9,10.1,-5.4,0.8,1.8,0.5,40.7,3.5,0.0
Fredrik Gulbrandsen,0.012,0.013,-0.001,0.0,1992,30.0,UEL,Molde,Norway,ST,,10.0,8.1,8.5,-0.2,1.2,1.2,1.0,52.3,4.3,0.0
Fredrik Jensen,0.026,0.014,0.011,2.13,1997,25.0,Bundesliga,Augsburg,Finland,CM,"AM, RW, RM",10.4,9.3,10.0,4.2,1.2,1.2,4.2,52.0,4.2,0.0
Fredrik Oppegard,-0.098,-0.072,-0.026,0.87,2002,20.0,Eredivisie,Heracles Almelo,Norway,LB,,8.7,10.2,9.6,-3.2,1.1,1.6,0.6,46.2,3.1,0.0
Frenkie de Jong,0.077,0.053,0.024,3.22,1997,26.0,"La Liga, UCL",Barcelona,Netherlands,CM,"CB, DM, RM, LM",10.8,13.8,8.2,5.2,1.1,1.7,0.7,54.7,4.4,0.0
Fábio Cardoso,0.017,0.002,0.015,1.82,1994,29.0,"Primeira Liga, UCL",Porto,Portugal,CB,,5.7,10.0,6.9,-2.1,1.3,0.9,0.4,47.1,2.9,0.0
Fábio Conceição,-0.048,-0.065,0.018,2.59,2001,22.0,Primeira Liga,Rio Ave,Portugal,LW,"AM, RW, LM, WB",12.0,11.0,9.5,-7.4,1.0,1.3,0.5,51.4,4.6,0.0
Fábio Silva,0.011,0.01,0.0,0.38,2002,21.0,"UEL, Premier League","Wolves, Rangers",Portugal,ST,LW,10.6,9.1,9.2,-6.9,1.0,1.4,0.9,51.1,4.3,0.0
Félix Correia,-0.039,-0.042,0.003,2.36,2001,22.0,Primeira Liga,Gil Vicente FC,Portugal,LW,"RW, ST",13.7,11.3,9.5,-4.1,1.2,1.3,1.2,37.9,5.1,0.0
Félix Lemaréchal,-0.027,-0.023,-0.005,1.84,2003,19.0,Belgian Pro League,Cercle Brugge,France,AM,"RW, DM, LW, CM",15.0,11.4,9.6,-11.1,0.9,1.7,3.2,50.0,5.1,0.0
Gabriel Gudmundsson,-0.004,-0.007,0.003,1.72,1999,24.0,Ligue 1,Lille,Sweden,LB,"RW, LW, LM",7.6,8.4,9.4,-1.6,1.2,1.3,0.5,47.2,3.5,0.0
Gabriel Jesus,0.124,0.105,0.019,3.43,1997,26.0,"Premier League, UCL",Arsenal,Brazil,ST,"RW, LW",12.3,7.2,10.0,-2.3,1.0,1.4,0.6,38.9,7.0,0.0
Gabriel Magalhães,0.166,0.048,0.119,8.04,1997,25.0,"Premier League, UCL",Arsenal,Brazil,CB,,3.5,5.7,7.2,-2.6,1.1,1.2,0.4,55.2,2.8,0.0
Gabriel Martinelli,0.133,0.093,0.041,4.84,2001,22.0,"Premier League, UCL",Arsenal,Brazil,LW,RW,12.4,10.1,10.7,-1.9,0.6,1.3,1.4,43.1,6.4,0.0
Gabriel Osho,-0.031,0.005,-0.036,2.13,1998,24.0,Premier League,Luton Town,Nigeria,CB,,4.6,6.3,6.7,3.7,1.8,1.3,0.4,48.9,2.2,0.0
Gabriel Paulista,0.017,0.006,0.011,2.72,1990,32.0,La Liga,"Atlético Madrid, Valencia",Brazil,CB,,5.4,6.0,7.3,-4.1,1.7,1.0,0.5,58.2,2.2,0.0
Gabriel Pereira,0.004,-0.019,0.023,3.92,2000,23.0,Primeira Liga,Gil Vicente FC,Brazil,CB,,6.1,6.8,7.9,3.8,1.2,1.2,0.3,59.2,2.6,0.0
Gabriel Strefezza,-0.003,-0.004,0.001,1.53,1997,26.0,Serie A,Lecce,Brazil,LW,"RW, ST, LM",12.0,11.6,9.7,-9.0,1.0,1.7,1.6,40.1,6.0,0.0
Gabriel Suazo,0.022,-0.008,0.029,3.67,1997,25.0,"UEL, Ligue 1",Toulouse,Chile,LB,"LW, LM, WB",12.3,10.2,10.6,-2.0,1.2,1.6,1.8,47.0,4.1,0.0
Gabriele Zappa,0.009,0.0,0.009,3.73,1999,23.0,Serie A,Cagliari,Italy,RB,"CB, RM, WB",9.6,9.9,10.4,-2.5,1.1,1.4,0.6,42.5,3.3,0.0
Gaby Kiki,-0.041,-0.012,-0.029,0.0,1995,28.0,UEL,Sheriff Tiraspol,Cameroon,CB,,8.8,8.7,8.7,-1.2,1.3,1.6,1.2,55.3,3.5,0.0
Gaetano Castrovilli,-0.035,-0.031,-0.004,0.41,1997,26.0,Serie A,Fiorentina,Italy,LW,,6.9,8.3,9.0,-1.2,0.9,1.0,0.9,54.3,3.1,0.0
Gaetano Oristanio,-0.011,-0.008,-0.003,1.44,2002,20.0,Serie A,Cagliari,Italy,RW,"AM, ST, LM, RM, CM",12.1,9.0,9.3,1.2,1.1,1.3,1.0,46.4,5.2,0.0
Gaga Slonina,-0.094,-0.065,-0.029,1.71,2004,19.0,Belgian Pro League,Eupen,United States,GK,,3.5,3.4,7.6,-1.2,0.3,0.4,0.5,56.4,1.3,1.9
Gaius Makouta,-0.079,-0.063,-0.016,1.84,1997,26.0,Primeira Liga,Boavista,Republic of Congo,DM,"AM, LM, RM, CM",9.8,11.9,9.0,-1.5,1.2,1.3,0.8,54.9,4.2,0.0
Galeno,0.091,0.06,0.031,4.66,1997,25.0,"Primeira Liga, UCL",Porto,Brazil,LW,"LB, LM",13.8,9.0,10.2,7.5,1.1,1.2,1.4,46.3,7.3,0.0
Garang Kuol,-0.094,-0.085,-0.009,0.46,2004,18.0,Eredivisie,Volendam,Australia,LW,LM,9.0,8.5,8.7,-2.1,0.9,1.2,0.8,47.5,3.9,0.0
Gary Magnée,-0.069,-0.062,-0.007,1.7,1999,23.0,Belgian Pro League,Eupen,Belgium,WB,"RB, RM, CM",13.0,10.5,11.2,-3.5,1.4,1.7,4.2,42.5,4.4,0.0
Gaspar,-0.026,-0.032,0.005,2.79,1997,25.0,Primeira Liga,Estrela,Angola,CB,,6.0,9.0,8.4,-3.0,1.9,1.8,0.4,68.3,2.5,0.0
Gastón Álvarez,0.015,-0.009,0.024,3.81,2000,23.0,La Liga,Getafe,Uruguay,CB,LB,5.7,7.5,7.8,0.3,1.6,1.6,0.5,60.0,2.2,0.0
Gastón Ávila,-0.063,-0.037,-0.026,0.48,2001,21.0,"Eredivisie, UEL","Antwerp, Ajax",Argentina,LB,"RW, CB",7.5,9.9,10.4,-2.7,1.0,1.8,1.3,53.2,4.3,0.0
Gautier Lloris,0.023,-0.009,0.031,4.33,1995,28.0,Ligue 1,Le Havre,France,CB,,4.7,7.9,6.7,-1.1,1.2,1.3,0.5,62.7,2.0,0.0
Gavi,0.045,0.035,0.01,1.64,2004,18.0,"La Liga, UCL",Barcelona,Spain,CM,"DM, LW, RM, LM",9.1,8.8,7.9,1.7,1.1,2.0,0.5,40.6,4.5,0.0
Gaël Ondoua,-0.019,-0.018,-0.001,0.0,1995,27.0,UEL,Servette FC,Cameroon,CM,,8.2,9.2,8.1,-1.2,1.2,1.5,0.8,47.7,3.6,0.0
Gaëtan Coucke,-0.053,-0.048,-0.004,2.67,1998,24.0,Belgian Pro League,Mechelen,Belgium,GK,,3.1,2.8,7.9,-1.2,0.3,0.4,0.5,54.3,1.4,-7.5
Gaëtan Laborde,0.016,0.012,0.004,2.88,1994,29.0,Ligue 1,Nice,France,RW,"AM, LW, ST, RM",10.6,7.3,9.6,-10.8,0.7,1.0,0.9,51.1,4.8,0.0
Gedeon Kalulu,-0.018,-0.008,-0.01,1.21,1997,25.0,Ligue 1,Lorient,DR Congo,WB,"CB, RB",8.2,8.6,9.1,-1.7,0.9,1.7,0.6,49.0,3.0,0.0
Gelabert,-0.009,-0.007,-0.002,1.0,2000,22.0,"UEL, Ligue 1",Toulouse,Spain,AM,"LW, ST, LM, CM",11.4,9.8,9.7,-2.1,0.9,1.3,1.3,48.2,4.9,0.0
Geny Catamo,0.035,0.021,0.014,2.79,2001,22.0,"Primeira Liga, UEL",Sporting CP,Mozambique,CM,"AM, LM, WB",10.0,11.0,10.0,11.2,1.0,1.2,1.4,43.4,5.4,0.0
Geoffrey Kondogbia,0.04,-0.002,0.042,2.48,1993,30.0,"UEL, Ligue 1",Marseille,Central African Republic,CM,"CB, DM, LM, RM",7.2,8.5,7.9,-3.0,2.3,2.1,0.5,55.4,3.7,0.0
Geoffry Hairemans,-0.018,-0.025,0.007,2.59,1991,31.0,Belgian Pro League,Mechelen,Belgium,RW,"AM, RM",15.0,14.5,11.7,-4.6,1.0,1.3,6.0,47.8,5.9,0.0
George Baldock,-0.004,-0.013,0.009,1.32,1993,30.0,Premier League,Sheffield United,Greece,CB,"RB, WB",8.9,9.8,9.0,-1.2,1.3,1.4,1.5,50.0,3.5,0.0
George Bello,-0.026,-0.019,-0.007,0.0,2002,21.0,UEL,LASK,United States,LM,WB,11.2,9.7,9.2,-1.2,1.3,1.7,0.9,44.8,3.8,0.0
George Cox,-0.135,-0.089,-0.046,0.68,1998,25.0,Eredivisie,Volendam,England,LB,"DM, WB",8.7,10.9,10.7,-3.2,2.1,1.8,1.8,51.5,3.2,0.0
George Ilenikhena,0.012,0.01,0.002,1.44,2006,16.0,"UCL, Belgian Pro League",Antwerp,France,ST,AM,9.5,6.1,7.6,9.5,0.5,0.6,0.6,40.6,4.7,0.0
George Pușcaș,0.05,0.05,0.0,0.33,1996,27.0,Serie A,Genoa,Romania,ST,"LW, CM",9.8,8.9,10.0,-10.7,0.9,1.1,1.0,53.9,4.4,0.0
Georges Mikautadze,-0.007,0.001,-0.008,2.64,2000,22.0,"UEL, Ligue 1","Metz, Ajax",Georgia,ST,"AM, RW, CB, LW, LM, RM",9.8,8.7,8.8,4.8,0.8,0.6,1.6,33.8,4.8,0.0
Georgios Vagiannidis,0.002,0.008,-0.006,0.0,2001,21.0,UEL,Panathinaikos,Greece,RB,,9.8,11.1,9.3,-1.2,1.0,1.2,0.9,47.5,3.9,0.0
Gerard Gumbau,-0.025,-0.031,0.007,3.21,1994,28.0,La Liga,Granada,Spain,CM,"DM, RM",8.8,11.2,11.1,-6.9,1.2,1.3,4.6,47.8,3.9,0.0
Gerard Moreno,0.066,0.041,0.025,4.18,1992,31.0,"UEL, La Liga",Villarreal,Spain,ST,"AM, RW",17.8,12.4,11.0,-3.3,0.8,1.0,0.5,49.0,6.3,0.0
Gerardo Arteaga,-0.029,-0.033,0.004,1.41,1998,24.0,Belgian Pro League,Genk,Mexico,LB,,7.8,10.1,9.3,-4.6,1.7,1.3,1.0,51.0,3.3,0.0
Germán Pezzella,0.031,0.006,0.026,4.48,1991,32.0,"UEL, La Liga",Real Betis,Argentina,CB,,4.0,5.1,6.7,-6.1,1.3,1.1,0.3,62.9,2.1,0.0
Gernot Trauner,0.028,-0.001,0.029,2.17,1992,31.0,"Eredivisie, UCL",Feyenoord,Austria,CB,,6.3,9.4,7.1,-0.7,1.4,1.6,0.5,72.0,3.2,0.0
Gerrit Holtmann,0.015,0.015,0.0,0.59,1995,28.0,Bundesliga,Darmstadt 98,Philippines,RW,"LB, LM, RM, WB",11.8,10.2,9.7,-4.1,1.0,1.3,0.9,47.8,4.7,0.0
Gerrit Nauber,-0.081,-0.058,-0.023,1.35,1992,31.0,Eredivisie,Go Ahead Eagles,Germany,CB,,5.1,7.1,6.8,2.7,1.2,0.9,0.5,51.4,2.5,0.0
Gerzino Nyamsi,-0.02,-0.006,-0.014,1.34,1997,26.0,Ligue 1,Strasbourg,France,CB,,7.1,7.1,7.7,-2.7,1.1,1.5,0.6,57.1,2.7,0.0
Gerónimo Rulli,-0.047,-0.046,-0.0,0.59,1992,31.0,Eredivisie,Ajax,Argentina,GK,,5.5,5.7,9.3,-1.2,0.7,0.9,1.1,55.6,2.8,1.1
Giacomo Bonaventura,0.047,0.029,0.018,3.97,1989,33.0,Serie A,Fiorentina,Italy,AM,"DM, LW",12.6,11.6,8.7,10.2,1.0,1.0,0.9,45.8,5.5,0.0
Giacomo Raspadori,0.066,0.063,0.004,2.99,2000,23.0,"UCL, Serie A",Napoli,Italy,ST,"AM, RW, LW, LM, RM",12.1,7.8,10.5,5.2,0.6,1.0,2.7,40.7,6.2,0.0
Gian Marco Ferrari,-0.012,-0.002,-0.01,2.95,1992,31.0,Serie A,Sassuolo,Italy,CB,LB,6.6,11.6,8.2,-3.5,1.2,0.8,0.5,51.6,3.0,0.0
Giangiacomo Magnani,-0.002,-0.025,0.023,3.35,1995,27.0,Serie A,Hellas Verona,Italy,CB,RB,5.9,8.2,7.2,-3.6,1.9,1.1,0.4,56.6,2.6,0.0
Gianluca Caprari,0.011,0.011,0.0,0.42,1993,30.0,Serie A,Monza,Italy,AM,,10.9,10.1,9.6,-2.7,1.1,1.2,1.9,44.5,4.6,0.0
Gianluca Gaetano,0.016,0.013,0.004,1.37,2000,23.0,"UCL, Serie A","Napoli, Cagliari",Italy,CM,"AM, LW, ST, LM",11.8,9.8,8.8,13.3,0.9,1.0,0.6,37.6,4.9,0.0
Gianluca Lapadula,-0.027,-0.021,-0.006,1.42,1990,33.0,Serie A,Cagliari,Peru,ST,,9.5,5.7,6.6,-6.7,0.7,0.7,1.0,40.9,4.2,0.0
Gianluca Mancini,0.073,0.014,0.059,5.58,1996,27.0,"UEL, Serie A",Roma,Italy,CB,,5.7,9.7,8.0,13.1,1.4,1.1,0.3,54.2,2.9,0.0
Gianluca Scamacca,0.049,0.043,0.006,2.54,1999,24.0,"UEL, Serie A",Atalanta,Italy,ST,,9.8,6.5,9.9,21.6,0.5,1.0,0.6,42.7,5.0,0.0
Gianluigi Donnarumma,0.032,-0.012,0.044,3.54,1999,24.0,"Ligue 1, UCL",Paris Saint-Germain,Italy,GK,,2.0,1.8,5.2,-1.2,0.3,0.4,0.3,53.9,1.1,-10.7
Gift Orban,0.007,0.003,0.004,1.88,2002,21.0,Belgian Pro League,"Lyon, Gent",Nigeria,ST,"AM, LW",10.4,7.3,9.0,-6.9,0.6,1.0,0.6,36.3,4.7,0.0
Gijs Smal,-0.041,-0.035,-0.006,2.21,1997,25.0,Eredivisie,Twente,Netherlands,LB,,10.6,12.2,11.0,-6.9,1.0,1.2,2.9,52.6,4.5,0.0
Gilberto Batista,-0.03,-0.02,-0.01,0.26,2003,19.0,Primeira Liga,Moreirense,Portugal,CB,,8.2,8.4,8.3,-1.2,1.0,1.3,1.0,46.4,3.4,0.0
Gilles Dewaele,-0.056,-0.058,0.002,0.64,1996,27.0,Belgian Pro League,Standard Liège,Belgium,WB,"CB, RB, CM",8.3,9.1,10.8,-3.6,1.3,1.5,1.5,48.4,3.6,0.0
Gio Reyna,0.069,0.063,0.006,0.98,2002,20.0,"Bundesliga, UCL","Nottingham Forest, Borussia Dortmund",United States,AM,"RW, DM, LW, LM, RM, CM",15.3,10.4,9.6,-6.4,1.0,1.6,1.1,48.3,5.5,0.0
Giorgi Gocholeishvili,-0.011,-0.005,-0.005,0.0,2001,22.0,UCL,Shakhtar Donetsk,Georgia,RB,CB,7.9,8.9,10.0,-2.2,1.1,1.6,1.0,47.4,3.5,0.0
Giorgi Mamardashvili,0.033,-0.016,0.049,5.37,2000,22.0,La Liga,Valencia,Georgia,GK,,3.0,2.9,10.5,-1.2,0.3,0.4,0.7,59.5,1.2,-9.2
Giorgio Scalvini,0.02,-0.008,0.028,3.91,2003,19.0,"UEL, Serie A",Atalanta,Italy,CB,CM,6.0,8.0,8.7,-5.2,1.9,1.5,0.3,62.8,2.2,0.0
Giorgos Athanasiadis,-0.009,0.003,-0.012,0.0,1993,30.0,UEL,AEK Athens,Greece,GK,,7.3,7.6,8.2,-1.2,0.9,1.1,1.0,50.0,3.3,-3.2
Giorgos Kyriakopoulos,0.023,0.012,0.011,2.66,1996,27.0,Serie A,Monza,Greece,WB,"LB, LM",9.6,11.1,10.0,-6.0,1.1,1.1,2.1,43.9,4.2,0.0
Giorgos Masouras,0.019,0.022,-0.003,0.0,1994,29.0,UEL,Olympiacos,Greece,AM,LW,9.0,8.2,8.7,-1.1,1.2,1.3,0.9,46.8,4.1,0.0
Giovani Lo Celso,0.072,0.059,0.013,0.97,1996,27.0,Premier League,Tottenham Hotspur,Argentina,AM,"DM, LM, RM, CM",10.3,13.0,9.4,6.2,1.1,1.8,1.3,44.8,5.3,0.0
Giovanni Di Lorenzo,0.116,0.059,0.058,7.32,1993,29.0,"UCL, Serie A",Napoli,Italy,RB,,10.9,13.6,10.9,-5.8,1.0,1.5,0.3,44.6,4.6,0.0
Giovanni Fabbian,0.03,0.028,0.002,1.7,2003,20.0,Serie A,Bologna,Italy,CM,"AM, RW, DM, LW, ST, LM, RM",9.4,6.6,8.1,3.6,1.0,1.1,0.6,45.3,4.6,0.0
Giovanni González,0.008,-0.016,0.023,3.56,1994,28.0,La Liga,Mallorca,Uruguay,RB,CB,8.3,9.5,9.0,-2.2,1.4,1.8,0.7,50.5,2.8,0.0
Giovanni Simeone,0.08,0.077,0.003,1.59,1995,28.0,"UCL, Serie A",Napoli,Argentina,ST,"LW, RM, CM",11.2,6.4,9.0,-12.0,0.8,1.1,0.6,49.4,5.9,0.0
Giovanni van Zwam,-0.07,-0.058,-0.012,0.42,2004,19.0,Eredivisie,Vitesse,Netherlands,RB,CB,8.4,8.3,10.6,-2.2,1.2,1.8,1.4,49.2,3.5,0.0
Giuliano Simeone,-0.024,-0.021,-0.003,0.76,2002,20.0,La Liga,Deportivo Alavés,Argentina,LW,"RW, ST",6.7,9.5,8.1,-3.6,0.9,0.9,0.7,42.2,3.0,0.0
Giulio Maggiore,-0.022,-0.014,-0.009,2.2,1998,25.0,Serie A,Salernitana,Italy,CM,"DM, RM",9.6,8.5,8.6,4.0,1.6,1.9,0.5,40.0,4.3,0.0
Giuseppe Caso,-0.018,-0.02,0.001,0.52,1998,24.0,Serie A,Frosinone,Italy,LW,LM,10.1,10.4,8.5,-2.7,0.8,1.2,1.1,47.1,4.6,0.0
Giuseppe Pezzella,-0.028,-0.025,-0.003,1.28,1997,25.0,Serie A,Empoli,Italy,WB,LB,8.2,11.4,9.9,-2.2,0.6,1.5,0.8,54.6,3.3,0.0
Gleison Bremer,0.093,0.011,0.082,6.75,1997,26.0,Serie A,Juventus,Brazil,CB,,4.2,7.0,7.8,2.2,1.6,1.6,0.3,61.7,2.3,0.0
Godfried Frimpong,-0.061,-0.054,-0.007,1.86,1999,24.0,Primeira Liga,Moreirense,Netherlands,LB,,6.6,9.3,11.3,2.8,2.1,1.4,2.7,46.8,2.8,0.0
Godfried Roemeratoe,-0.106,-0.086,-0.019,1.35,1999,23.0,Eredivisie,RKC Waalwijk,Curaçao,DM,"RM, CM",6.6,8.4,7.2,-2.2,1.5,1.6,0.5,47.9,2.4,0.0
Gonzalo Escalante,-0.049,-0.04,-0.009,1.72,1993,30.0,La Liga,Cádiz,Argentina,CM,,6.8,9.3,8.2,-3.0,1.4,1.4,0.5,50.0,2.6,0.0
Gonzalo Melero,0.012,0.008,0.004,1.64,1994,29.0,La Liga,Almería,Spain,DM,"AM, ST, RM, CM",10.7,10.5,8.5,-9.0,0.8,1.1,0.8,45.3,4.2,0.0
Gonzalo Montiel,0.024,0.001,0.022,1.25,1997,26.0,Premier League,Nottingham Forest,Argentina,RB,,7.6,8.7,9.1,-1.7,1.1,1.5,0.7,56.8,2.9,0.0
Gonzalo Villar,-0.013,-0.012,-0.002,2.32,1998,25.0,La Liga,Granada,Spain,CM,"AM, DM, LM",11.1,10.4,8.5,-4.4,0.7,1.9,0.7,57.3,4.9,0.0
Gonçalo Borges,-0.005,-0.01,0.005,0.39,2001,22.0,"Primeira Liga, UCL",Porto,Portugal,RW,"LW, LM, RM",12.8,11.0,10.8,-2.7,0.9,1.5,0.8,46.2,5.3,0.0
Gonçalo Costa,-0.065,-0.052,-0.013,1.52,2000,23.0,Primeira Liga,Portimonense,Portugal,LB,"LW, LM, WB",10.0,11.5,11.7,-4.6,1.6,2.2,2.0,55.9,3.8,0.0
Gonçalo Franco,-0.01,-0.045,0.035,3.56,2000,22.0,Primeira Liga,Moreirense,Portugal,DM,"AM, LM, RM, CM",10.6,8.7,8.9,-0.6,2.4,2.3,0.6,45.7,4.9,0.0
Gonçalo Guedes,0.024,0.021,0.002,1.69,1996,26.0,"UEL, La Liga","Villarreal, Benfica",Portugal,ST,"AM, DM, LW, LM, RM",9.1,10.0,9.0,1.2,0.6,0.8,0.7,43.5,4.4,0.0
Gonçalo Inácio,0.085,0.012,0.074,5.05,2001,21.0,"Primeira Liga, UEL",Sporting CP,Portugal,CB,,6.9,12.4,8.8,5.2,1.3,1.6,0.3,51.9,3.0,0.0
Gonçalo Paciência,0.058,0.053,0.005,1.18,1994,28.0,Bundesliga,VFL Bochum,Portugal,ST,"AM, RW, DM",12.6,8.9,9.7,0.3,0.7,1.1,1.3,41.7,6.1,0.0
Gonçalo Ramos,0.061,0.058,0.003,2.62,2001,22.0,"Ligue 1, UCL",Paris Saint-Germain,Portugal,ST,"RW, LM",8.3,5.2,8.4,-2.5,0.6,1.2,0.5,51.8,5.0,0.0
Gonçalo Rodrigues,-0.054,-0.045,-0.009,1.21,1997,26.0,Primeira Liga,Rio Ave,Portugal,CM,,9.9,12.1,8.7,-5.2,0.8,1.3,3.4,51.3,4.7,0.0
Gonçalo Silva,-0.019,-0.029,0.01,3.58,1991,32.0,Primeira Liga,Farense,Portugal,CB,,4.3,6.0,7.6,-1.1,1.7,1.1,0.6,55.8,1.9,0.0
Goran Antonić,-0.03,-0.017,-0.013,0.0,1990,32.0,UEL,TSC Bačka Top,Serbia,CB,,8.6,8.6,8.9,-1.2,1.5,1.7,0.9,56.1,3.2,0.0
Gorka Guruzeta,0.061,0.051,0.01,4.08,1996,26.0,La Liga,Athletic Bilbao,Spain,ST,,11.1,6.1,8.6,9.7,1.0,1.3,0.8,44.6,4.6,0.0
