Player,MBAPPE,O-MBAPPE,D-MBAPPE,eLPA,Born,Age,Competition,Team,Nation,Primary Position,Secondary Positions,SCA%,PRG%,TO%,FIN%,INT%,TKL%,SP%,AER%,USG%,DENY%
Catena,0.055,0.002,0.053,5.59,1994,27.0,La Liga,Rayo Vallecano,Spain,CB,,5.5,7.4,7.8,-5.1,1.1,0.8,0.5,64.2,2.1,0.0
Cauly Oliveira Souza,0.027,0.022,0.005,0.0,1995,26.0,UEL,Ludogorets,Brazil,AM,,14.1,11.7,10.8,-4.2,0.9,1.0,2.3,43.6,5.2,0.0
Celso Borges,-0.022,-0.014,-0.008,0.0,1988,34.0,World Cup,Costa Rica,Costa Rica,CM,,9.4,9.6,8.8,-3.4,1.3,1.1,1.0,57.5,3.3,0.0
Celton Biai,-0.053,-0.038,-0.015,0.44,2000,21.0,Primeira Liga,Vitória,Portugal,GK,,7.1,6.9,9.0,-3.4,0.9,0.9,0.8,51.4,2.9,5.1
Cengiz Ünder,0.083,0.038,0.045,5.01,1997,25.0,"Ligue 1, UCL",Marseille,Turkey,AM,"RW, WB",15.0,9.2,11.1,-17.1,0.9,1.0,4.3,43.8,6.2,0.0
Cenk Özkacar,0.03,0.021,0.009,2.2,2000,21.0,La Liga,Valencia,Turkey,CB,,7.7,9.2,8.0,-7.3,1.1,1.6,0.5,56.4,3.1,0.0
Chancel Mbemba,0.069,0.024,0.045,5.45,1994,27.0,"Ligue 1, UCL",Marseille,DR Congo,CB,,6.3,9.9,8.8,12.5,1.5,1.1,0.3,62.7,2.8,0.0
Charalambos Lykogiannis,-0.004,0.002,-0.006,1.5,1993,28.0,Serie A,Bologna,Greece,LB,WB,9.6,11.6,11.8,2.7,1.4,1.1,3.1,51.5,4.2,0.0
Charalampos Charalampous,-0.039,-0.026,-0.013,0.0,2002,20.0,UEL,AC Omonia,Cyprus,CM,DM,10.0,9.4,9.2,-4.9,1.3,1.3,0.9,47.5,3.7,0.0
Charles Aránguiz,0.011,0.007,0.004,0.73,1989,33.0,"Bundesliga, UCL",Bayer Leverkusen,Chile,DM,"ST, RM, CM",9.6,9.8,8.7,-0.3,1.3,1.4,0.8,45.1,3.8,0.0
Charles De Ketelaere,0.02,0.021,-0.001,1.71,2001,21.0,"UCL, World Cup, Serie A","AC Milan, Belgium",Belgium,AM,"RW, ST, CM",12.6,11.4,9.3,-14.5,0.9,1.2,1.0,41.3,4.7,0.0
Charles Pickel,-0.015,-0.016,0.001,3.17,1997,25.0,Serie A,Cremonese,DR Congo,CM,"AM, DM, RM, WB",10.1,9.8,8.0,-6.0,1.2,1.2,0.6,40.8,3.4,0.0
Charles Traore,-0.029,-0.021,-0.008,0.57,1992,30.0,"UEL, Ligue 1",Nantes,Mali,LB,"AM, CB, CM, WB",8.0,7.6,9.2,-3.4,1.6,1.4,1.1,50.0,3.5,0.0
Charles Vanhoutte,-0.104,-0.072,-0.032,1.04,1998,23.0,Belgian Pro League,Cercle Brugge,Belgium,CM,DM,10.6,15.1,9.8,-1.3,1.4,2.0,2.8,48.8,3.5,0.0
Che Adams,0.025,0.017,0.008,3.14,1996,26.0,Premier League,Southampton,Scotland,ST,AM,13.8,6.8,9.0,-8.7,0.6,1.0,0.7,39.4,4.8,0.0
Check Keita,-0.014,-0.006,-0.008,0.87,2003,19.0,Ligue 1,Reims,France,CB,,7.3,7.7,7.5,-4.4,1.0,1.3,0.8,47.3,3.1,0.0
Cheick Doucouré,0.038,0.004,0.034,4.65,2000,22.0,Premier League,Crystal Palace,Mali,CM,DM,11.1,10.2,7.2,-9.9,2.1,1.8,0.4,50.5,3.4,0.0
Cheick Konaté,-0.038,-0.022,-0.016,0.63,2004,18.0,Ligue 1,Clermont Foot,Mali,CB,RB,6.8,8.4,9.7,-3.4,0.8,0.8,0.8,50.0,2.6,0.0
Cheick Oumar Conde,-0.002,-0.003,0.001,0.0,2000,22.0,UEL,Zürich,Guinea,CM,,9.8,9.7,8.8,-3.9,1.4,1.6,1.1,55.3,3.6,0.0
Cheikhou Kouyaté,-0.012,-0.02,0.008,1.15,1989,32.0,"World Cup, Premier League","Nottingham Forest, Senegal",Senegal,CM,"AM, DM, LM, RM",9.0,8.4,8.0,-0.3,1.4,2.0,0.7,57.1,3.4,0.0
Chidera Ejuke,-0.015,-0.022,0.007,1.14,1998,24.0,Bundesliga,Hertha Berlin,Nigeria,LW,"AM, LM, RM",16.3,12.8,8.8,-10.4,0.9,1.0,0.7,52.4,5.0,0.0
Chinonso Offor,-0.041,-0.039,-0.003,0.5,2000,22.0,Belgian Pro League,Zulte Waregem,Nigeria,ST,CM,10.9,8.9,9.9,-0.8,1.0,1.1,0.9,53.8,4.1,0.0
Chiquinho,0.031,0.01,0.021,2.22,1995,27.0,"Primeira Liga, UCL",Benfica,Portugal,DM,"AM, RW, LW, LM",9.8,12.1,9.1,-6.0,1.4,1.7,2.9,47.1,4.8,0.0
Cho Gue-sung,0.011,0.012,-0.002,0.0,1998,24.0,World Cup,South Korea,South Korea,ST,,9.3,7.8,9.1,1.2,1.0,1.1,1.0,56.7,4.3,0.0
Chris Führich,0.04,0.028,0.012,3.18,1998,24.0,Bundesliga,Stuttgart,Germany,LW,"AM, RW, ST, LM, CM, WB",14.1,12.8,8.4,2.0,0.7,1.0,2.3,42.6,5.0,0.0
Chris Mepham,-0.013,-0.001,-0.013,2.83,1997,24.0,"World Cup, Premier League","Wales, Bournemouth",Wales,CB,,5.4,6.8,7.2,-6.8,1.5,1.4,0.5,60.6,1.9,0.0
Chris Ramos,0.024,0.023,0.002,1.11,1997,25.0,La Liga,Cádiz,Spain,ST,LM,10.5,7.9,9.2,-11.9,0.8,1.4,0.8,55.8,4.9,0.0
Chris Richards,0.014,0.018,-0.004,0.67,2000,22.0,Premier League,Crystal Palace,United States,CB,"LB, RB",7.8,8.7,8.2,-6.8,1.5,1.4,0.9,59.6,3.1,0.0
Chris Smalling,0.057,0.009,0.048,5.12,1989,32.0,"UEL, Serie A",Roma,England,CB,,4.5,4.9,6.0,1.6,1.7,0.9,0.4,68.5,2.0,0.0
Chris Wood,-0.001,-0.003,0.002,1.13,1991,30.0,Premier League,"Nottingham Forest, Newcastle United",New Zealand,ST,,8.6,7.0,9.0,-3.1,0.8,1.0,0.7,48.0,3.5,0.0
Chrislain Matsima,-0.014,-0.004,-0.01,0.86,2002,20.0,"UEL, Ligue 1","Lorient, Monaco",France,CB,"RB, LM",7.6,7.9,8.4,-7.3,1.5,1.3,0.8,57.6,3.0,0.0
Christalino Atemona,-0.061,-0.049,-0.012,0.5,2002,20.0,Belgian Pro League,Kortrijk,Germany,CB,"RB, WB",8.9,9.0,9.7,-3.9,1.3,1.3,1.4,50.0,3.2,0.0
Christiaan Ravych,-0.039,-0.06,0.021,1.89,2002,20.0,Belgian Pro League,Cercle Brugge,Belgium,CB,,4.9,6.2,6.2,-4.2,1.5,1.5,0.5,47.9,2.2,0.0
Christian Brüls,-0.069,-0.08,0.012,1.97,1988,33.0,Belgian Pro League,"Sint-Truiden, Zulte Waregem",Belgium,CM,"AM, RW, LW, ST",14.4,14.6,12.3,-12.1,1.1,1.6,5.0,50.6,4.8,0.0
Christian Burgess,0.03,-0.014,0.044,4.39,1991,30.0,"UEL, Belgian Pro League",Union Saint-Gilloise,England,CB,,5.1,6.9,7.1,0.6,1.8,1.0,0.3,62.7,2.1,0.0
Christian Eriksen,0.075,0.025,0.05,4.01,1992,30.0,"World Cup, UEL, Premier League","Manchester United, Denmark",Denmark,DM,"AM, CM",10.3,12.7,11.2,-20.8,0.8,1.0,6.4,41.6,4.9,0.0
Christian Groß,-0.044,-0.035,-0.009,2.0,1989,33.0,Bundesliga,Werder Bremen,Germany,CM,DM,7.6,9.2,7.4,0.7,1.3,1.4,0.5,47.8,2.6,0.0
Christian Gytkjær,0.011,0.009,0.002,0.82,1990,32.0,Serie A,Monza,Denmark,ST,AM,9.6,6.9,8.7,-12.3,0.8,1.0,1.1,42.2,3.9,0.0
Christian Günter,0.026,0.003,0.023,4.36,1993,29.0,"Bundesliga, UEL",Freiburg,Germany,LB,"LM, WB",11.9,8.9,10.6,-5.6,0.9,1.1,5.0,37.8,4.4,0.0
Christian Kouamé,0.037,0.022,0.015,3.1,1997,24.0,Serie A,Fiorentina,Côte d'Ivoire,LW,"AM, RW, ST",14.6,8.3,10.9,-8.0,1.0,1.3,0.6,53.4,6.5,0.0
Christian Neiva Afonso,-0.039,-0.049,0.01,2.42,1994,27.0,Primeira Liga,Vizela,Portugal,LB,LM,10.5,10.4,11.2,-4.2,2.1,1.7,2.2,54.1,4.0,0.0
Christian Nørgaard,0.018,0.011,0.007,2.69,1994,28.0,"World Cup, Premier League","Brentford, Denmark",Denmark,CM,,10.3,9.1,8.8,-6.0,2.0,1.8,0.7,48.6,3.7,0.0
Christian Pulisic,0.027,0.023,0.003,1.3,1998,23.0,"World Cup, Premier League, UCL","Chelsea, United States",United States,LW,"AM, RW, ST, WB",12.8,10.7,10.5,-7.4,0.9,1.0,1.2,39.2,5.4,0.0
Christoforou Kypros,-0.014,-0.012,-0.002,0.0,1993,29.0,UEL,AÉK Lárnaka,Cyprus,RB,,9.6,9.0,9.9,-3.4,1.3,1.1,1.7,47.8,3.6,0.0
Christoph Baumgartner,0.027,0.001,0.025,4.08,1999,22.0,Bundesliga,Hoffenheim,Austria,ST,"AM, CM",15.4,11.5,10.3,-2.9,0.9,1.0,0.4,49.2,5.5,0.0
Christoph Kramer,-0.017,-0.017,-0.001,2.79,1991,31.0,Bundesliga,Borussia Mönchengladbach,Germany,AM,"CB, DM, CM",8.9,8.8,9.0,-5.4,1.1,1.7,0.4,47.7,2.7,0.0
Christophe Hérelle,-0.025,-0.029,0.004,1.27,1992,29.0,Ligue 1,Stade Brestois,Martinique,CB,RB,6.6,7.0,6.9,-3.9,1.7,0.9,0.9,50.9,2.9,0.0
Christophe Lepoint,-0.124,-0.09,-0.035,0.86,1984,37.0,Belgian Pro League,R.F.C. Seraing,Belgium,CB,"DM, RM, CM",6.9,7.9,6.4,-2.3,1.5,1.3,0.5,54.2,2.1,0.0
Christopher Antwi-Adjei,-0.014,-0.021,0.007,2.53,1994,28.0,Bundesliga,VFL Bochum,Ghana,LW,"AM, RW, ST, WB",14.4,10.4,11.1,0.7,0.6,1.0,3.2,34.8,5.2,0.0
Christopher Jullien,-0.032,-0.009,-0.023,3.08,1993,29.0,Ligue 1,Montpellier,France,CB,,5.5,5.6,6.5,-12.5,1.7,1.3,0.5,64.4,2.0,0.0
Christopher Lenz,0.011,-0.005,0.016,1.89,1994,27.0,"Bundesliga, UCL",Eintracht Frankfurt,Germany,WB,"LB, CB",10.0,9.8,10.1,-7.7,1.6,1.5,3.8,45.2,3.8,0.0
Christopher Nkunku,0.116,0.08,0.036,4.3,1997,24.0,"Bundesliga, UCL",RB Leipzig,France,ST,"AM, LW",17.6,9.2,8.0,7.6,0.8,0.7,2.0,44.1,6.7,0.0
Christopher Scott,-0.028,-0.032,0.004,0.33,2002,20.0,Belgian Pro League,Antwerp,Germany,RW,"DM, LW, ST, LM, CM",10.9,9.9,8.9,-2.3,1.2,1.1,1.7,42.6,4.3,0.0
Christopher Trimmel,-0.017,-0.028,0.012,2.27,1987,35.0,"Bundesliga, UEL",Union Berlin,Austria,WB,RB,10.2,11.0,12.7,-7.7,1.6,1.3,6.7,53.4,4.1,0.0
Christopher Wooh,0.018,0.011,0.007,1.53,2001,20.0,"World Cup, UEL, Ligue 1","Cameroon, Rennes",Cameroon,CB,,5.2,7.1,6.9,-4.2,1.1,1.0,0.6,56.5,2.7,0.0
Christos Tzolis,-0.037,-0.038,0.001,0.47,2002,20.0,Eredivisie,Twente,Greece,LW,,10.4,8.9,9.6,-1.3,0.9,1.0,0.9,42.4,4.7,0.0
Ché Nunnely,-0.049,-0.039,-0.01,0.55,1999,23.0,Eredivisie,Heerenveen,Netherlands,RW,RM,11.7,10.8,8.5,-4.7,1.0,1.1,0.9,44.0,4.4,0.0
Cicinho,-0.013,-0.017,0.004,0.0,1988,33.0,UEL,Ludogorets,Bulgaria,LB,,8.6,9.3,9.3,-3.4,2.0,1.4,1.2,49.0,3.7,0.0
Cihan Çanak,-0.025,-0.023,-0.002,1.08,2005,17.0,Belgian Pro League,Standard Liège,Turkey,CM,"AM, RW, CB, LW, ST, RM, WB",13.1,9.4,10.3,-5.6,1.0,1.9,0.9,40.1,4.7,0.0
Ciprian Tătărușanu,0.012,0.003,0.009,2.13,1986,36.0,"UCL, Serie A",AC Milan,Romania,GK,,4.1,3.4,7.5,-3.4,0.5,0.5,0.8,52.6,1.8,3.8
Ciro Immobile,0.049,0.024,0.024,3.9,1990,32.0,"UEL, Serie A",Lazio,Italy,ST,,15.1,6.9,8.8,-14.6,0.4,0.6,0.4,36.4,5.5,0.0
Claudemir de Souza,-0.034,-0.025,-0.009,1.54,1988,34.0,Primeira Liga,Vizela,Brazil,DM,CM,8.8,9.8,8.6,-6.3,1.5,1.3,1.3,54.8,3.0,0.0
Claudio Bravo,0.011,-0.0,0.011,1.58,1983,39.0,"UEL, La Liga",Real Betis,Chile,GK,,4.4,4.2,10.2,-3.4,0.6,0.5,0.8,56.4,1.8,-1.5
Clayton,-0.044,-0.038,-0.006,1.25,1999,23.0,Primeira Liga,Casa Pia,Brazil,ST,"AM, RW, LW",9.8,7.5,9.2,-10.1,0.8,0.9,0.6,36.7,5.2,0.0
Clinton Mata,-0.05,-0.046,-0.004,1.57,1992,29.0,"UCL, Belgian Pro League",Club Brugge,Angola,RB,CB,10.1,10.7,10.8,-3.9,2.2,1.4,0.6,54.7,4.0,0.0
Cláudio Winck,-0.032,-0.038,0.006,2.77,1994,28.0,Primeira Liga,Marítimo,Brazil,RB,"RW, CB, DM, RM, WB",12.4,13.6,13.4,-7.4,1.4,1.8,1.1,51.5,4.7,0.0
Clément Grenier,-0.015,-0.022,0.007,0.92,1991,31.0,La Liga,Mallorca,France,CM,DM,10.3,10.7,10.4,-4.4,1.2,1.4,2.6,43.5,4.0,0.0
Clément Lenglet,0.09,0.038,0.051,4.17,1995,27.0,"Premier League, UCL",Tottenham Hotspur,France,CB,,6.0,9.4,8.4,-4.2,1.3,1.5,0.6,56.6,2.8,0.0
Clément Vidal,-0.04,-0.032,-0.008,2.05,2000,22.0,Ligue 1,Ajaccio,France,CB,"DM, RB",6.1,7.9,7.7,-2.3,1.5,1.1,0.5,60.9,2.4,0.0
Cody Gakpo,0.136,0.102,0.034,6.26,1999,23.0,"World Cup, UEL, Premier League","PSV, Netherlands, Liverpool",Netherlands,LW,"ST, LM",14.7,9.3,10.2,21.5,0.8,1.2,5.7,48.6,7.4,0.0
Cole Bassett,-0.05,-0.044,-0.006,0.21,2001,21.0,Eredivisie,"Feyenoord, Fortuna Sittard",United States,CM,"AM, DM, ST",9.9,9.3,9.5,-6.3,1.1,1.2,1.4,54.8,4.0,0.0
Cole Palmer,0.072,0.06,0.012,0.71,2002,20.0,"Premier League, UCL",Manchester City,England,RW,"AM, LW, LM, RM, CM",12.0,10.4,9.5,-10.4,1.0,1.0,0.9,47.4,5.0,0.0
Colin Dagba,-0.009,-0.005,-0.004,1.26,1998,23.0,Ligue 1,Strasbourg,France,WB,"RB, RM",10.2,9.6,8.8,-5.4,1.6,1.8,1.1,47.6,3.5,0.0
Collins Fai,-0.011,-0.009,-0.001,0.0,1992,29.0,World Cup,Cameroon,Cameroon,RB,,9.5,9.5,9.9,-3.4,1.3,1.2,1.0,50.0,3.7,0.0
Connor Goldson,-0.025,-0.013,-0.012,0.0,1992,29.0,UCL,Rangers,England,CB,,8.7,8.2,9.1,-3.4,1.4,1.3,1.0,50.0,3.4,0.0
Connor Roberts,-0.019,-0.002,-0.018,0.0,1995,26.0,World Cup,Wales,Wales,RB,WB,10.4,9.4,9.1,-3.4,1.1,1.4,1.4,50.0,3.7,0.0
Conor Coady,0.005,0.0,0.005,2.98,1993,29.0,Premier League,Everton,England,CB,,6.4,6.8,7.4,-2.3,1.0,0.8,0.5,50.6,2.3,0.0
Conor Gallagher,0.039,0.023,0.016,2.72,2000,22.0,"Premier League, UCL",Chelsea,England,AM,"RW, DM, LM, RM, CM",11.3,10.7,9.8,-7.1,1.6,2.0,1.4,45.9,5.2,0.0
Conor Hazard,-0.027,-0.013,-0.014,0.0,1998,24.0,UEL,HJK,Northern Ireland,GK,,7.9,7.1,9.5,-3.4,0.9,0.9,0.9,50.0,2.7,1.8
Copete,0.007,-0.013,0.02,3.18,1999,22.0,La Liga,Mallorca,Spain,CB,,7.2,8.4,8.2,-0.8,2.2,1.6,0.5,62.9,2.7,0.0
Corentin Tolisso,0.049,0.031,0.018,3.57,1994,27.0,Ligue 1,Lyon,France,CM,"DM, LM, RM",14.3,14.4,9.6,-6.5,1.3,1.4,1.1,55.9,5.0,0.0
Costinha,-0.062,-0.054,-0.008,0.62,1992,29.0,Primeira Liga,Santa Clara,Portugal,AM,"ST, CM",10.3,9.3,9.6,-7.3,1.0,1.2,2.5,43.2,4.3,0.0
Costinha,-0.004,-0.029,0.026,3.79,2000,22.0,Primeira Liga,Rio Ave,Portugal,WB,"RW, CB, RM",10.2,10.9,12.8,-5.1,1.7,2.5,0.8,47.5,3.9,0.0
Couhaib Driouech,-0.073,-0.066,-0.007,1.95,2002,20.0,Eredivisie,Excelsior,Morocco,LW,"RW, LM, RM",12.8,10.9,9.1,-13.1,1.0,1.5,0.5,33.0,3.9,0.0
Craig Dawson,0.036,0.021,0.015,3.53,1990,32.0,Premier League,"West Ham, Wolves",England,CB,,6.4,6.9,8.2,-5.6,1.1,1.0,0.5,52.0,2.7,0.0
Craig Goodwin,-0.021,-0.013,-0.008,0.0,1991,30.0,World Cup,Australia,Australia,LM,,10.0,9.6,9.6,0.2,1.0,1.3,1.8,45.0,3.7,0.0
Crespo,-0.019,-0.022,0.003,0.0,1996,25.0,UEL,Fenerbahçe,Portugal,CM,,9.6,9.0,8.5,-4.4,1.1,1.8,0.8,51.2,4.2,0.0
Cristhian Stuani,0.009,0.009,-0.001,1.59,1986,35.0,La Liga,Girona,Uruguay,ST,CM,9.2,5.7,7.5,-6.8,0.8,1.1,0.6,48.1,4.6,0.0
Cristian Borja,-0.026,-0.023,-0.002,0.81,1993,29.0,"Primeira Liga, UEL",Braga,Colombia,LB,,8.9,10.0,9.6,-3.9,1.5,1.7,1.0,43.7,3.7,0.0
Cristian Buonaiuto,0.01,0.011,-0.0,1.44,1992,29.0,Serie A,Cremonese,Italy,AM,"LW, ST, LM, CM, WB",17.9,11.7,12.1,-14.5,1.4,1.6,4.5,37.2,6.9,0.0
Cristian Gamboa,-0.006,-0.014,0.007,1.98,1989,32.0,Bundesliga,VFL Bochum,Costa Rica,RB,CB,8.8,9.5,9.5,-4.4,1.2,1.6,1.8,52.7,2.9,0.0
Cristian González,-0.041,-0.029,-0.012,1.13,1996,26.0,Primeira Liga,Santa Clara,Uruguay,CB,RB,6.3,6.6,7.1,-4.7,1.8,1.6,0.6,50.0,2.8,0.0
Cristian Romero,0.074,0.02,0.054,4.6,1998,24.0,"World Cup, Premier League, UCL","Tottenham Hotspur, Argentina",Argentina,CB,RB,5.2,7.9,7.5,-11.6,1.9,1.7,0.4,65.6,2.2,0.0
Cristian Volpato,0.012,0.009,0.004,0.33,2003,18.0,"UEL, Serie A",Roma,Italy,AM,"CB, ST, RM, CM, WB",11.8,10.5,10.0,-1.8,1.1,1.3,1.2,50.0,4.5,0.0
Cristiano Biraghi,0.059,0.009,0.05,4.67,1992,29.0,Serie A,Fiorentina,Italy,LB,,9.4,11.7,14.0,1.2,0.9,1.7,9.9,46.2,5.6,0.0
Cristiano Ronaldo,0.074,0.064,0.009,1.01,1985,37.0,"World Cup, UEL, Premier League","Portugal, Manchester United",Portugal,ST,LW,10.4,7.8,8.1,-20.6,0.6,0.7,1.9,54.9,5.7,0.0
Crysencio Summerville,0.003,-0.004,0.007,2.01,2001,20.0,Premier League,Leeds United,Netherlands,RW,"AM, LW, ST, LM",14.2,10.4,8.5,2.0,1.1,1.4,0.8,39.3,5.3,0.0
Cuca,-0.051,-0.042,-0.009,0.39,1991,31.0,Primeira Liga,Casa Pia,Cape Verde,CM,ST,11.2,10.6,9.0,-3.9,1.4,1.6,0.9,47.9,4.0,0.0
Curtis Jones,0.073,0.057,0.016,2.01,2001,21.0,"Premier League, UCL",Liverpool,England,LW,"LM, RM",11.8,10.5,8.2,4.5,0.8,1.5,0.6,48.9,4.7,0.0
Cyle Larin,0.053,0.046,0.007,2.98,1995,27.0,"World Cup, La Liga, UCL","Club Brugge, Valladolid, Canada",Canada,ST,,12.2,6.7,8.8,-4.0,0.5,0.8,0.5,41.6,5.3,0.0
Cyriel Dessers,0.041,0.041,-0.0,3.09,1994,27.0,Serie A,"Cremonese, Genk",Nigeria,ST,,12.7,6.5,8.3,-4.2,0.6,0.7,1.0,34.4,5.0,0.0
Cyril Ngonge,0.03,0.028,0.001,2.26,2000,22.0,Serie A,"Hellas Verona, Groningen",Belgium,ST,"AM, RW, RM",15.6,10.3,10.0,4.4,1.2,1.0,1.9,44.9,5.9,0.0
Cyrille Bayala,-0.061,-0.058,-0.003,1.85,1996,26.0,Ligue 1,Ajaccio,Burkina Faso,RW,"RM, LM",13.1,10.5,10.8,-7.8,1.4,1.9,0.6,44.0,3.8,0.0
Cédric Avinel,-0.023,-0.029,0.006,2.17,1986,35.0,Ligue 1,Ajaccio,Guadeloupe,CB,,5.4,6.3,6.1,-3.2,1.1,0.8,0.7,63.2,1.8,0.0
Cédric Badolo,-0.019,-0.015,-0.004,0.0,1998,23.0,UEL,Sheriff Tiraspol,Burkina Faso,CM,LM,12.9,10.8,9.6,-4.9,1.3,1.6,0.9,47.8,4.5,0.0
Cédric Brunner,-0.062,-0.033,-0.03,2.11,1994,28.0,Bundesliga,Schalke 04,Switzerland,RB,CB,7.5,10.0,10.4,-4.9,1.9,1.4,1.5,48.7,3.3,0.0
Cédric Hountondji,0.017,-0.019,0.036,4.68,1994,28.0,Ligue 1,Angers,Benin,CB,,4.8,6.1,6.5,-8.6,2.0,1.4,0.4,62.5,1.8,0.0
Cédric Soares,0.039,0.036,0.004,0.38,1991,30.0,Premier League,"Fulham, Arsenal",Portugal,RB,LB,9.6,9.7,10.3,-3.9,1.1,1.5,1.0,44.2,3.8,0.0
César,-0.042,-0.037,-0.004,0.48,1992,30.0,Primeira Liga,Boavista,Brazil,GK,,7.2,6.9,8.3,-3.4,0.9,0.9,1.2,50.0,2.8,6.3
César Azpilicueta,0.05,0.028,0.022,2.7,1989,32.0,"World Cup, Premier League, UCL","Chelsea, Spain",Spain,RB,"CB, WB",8.8,8.9,9.5,-5.4,1.4,1.7,0.5,56.2,3.0,0.0
César Montes,0.029,0.024,0.005,2.57,1997,25.0,"World Cup, La Liga","Espanyol, Mexico",Mexico,CB,,6.0,8.2,8.9,6.1,1.2,1.0,0.6,60.5,2.5,0.0
César de la Hoz,-0.016,-0.01,-0.006,2.12,1992,30.0,La Liga,Almería,Spain,CM,"CB, DM",7.3,7.7,7.4,-0.3,1.1,1.4,0.5,47.1,2.8,0.0
Daan Heymans,-0.003,-0.005,0.002,2.35,1999,23.0,Belgian Pro League,Charleroi,Belgium,CM,"AM, CB, LW, ST",9.2,8.9,9.1,-3.9,0.8,1.3,0.6,49.6,3.7,0.0
Daan Reiziger,-0.09,-0.065,-0.026,0.4,2001,21.0,Eredivisie,Vitesse,Netherlands,GK,,6.7,6.3,10.1,-3.4,0.9,0.8,1.1,55.3,2.7,5.3
Daan Rots,-0.042,-0.037,-0.005,0.72,2001,21.0,Eredivisie,Twente,Netherlands,RW,"LW, RM, CM",9.9,8.7,9.3,-8.6,1.0,1.6,1.1,44.0,4.2,0.0
Daichi Hayashi,-0.065,-0.07,0.006,1.77,1997,25.0,Belgian Pro League,Sint-Truiden,Japan,ST,CM,11.3,6.8,7.7,10.5,0.6,0.9,0.5,38.2,4.0,0.0
Daichi Kamada,0.075,0.035,0.04,4.44,1996,25.0,"World Cup, Bundesliga, UCL","Japan, Eintracht Frankfurt",Japan,CM,"AM, LW",14.5,12.4,8.3,-10.0,0.9,1.4,1.7,41.1,4.5,0.0
Daiki Hashioka,-0.051,-0.066,0.014,2.75,1999,23.0,Belgian Pro League,Sint-Truiden,Japan,WB,"CB, RB, RM",10.3,11.0,11.7,-9.1,1.7,1.4,0.5,56.0,3.1,0.0
Daishawn Redan,-0.062,-0.057,-0.005,0.66,2001,21.0,Eredivisie,Utrecht,Netherlands,ST,"AM, RW, LW",10.4,8.4,8.4,-13.1,0.7,1.0,0.8,48.1,4.3,0.0
Daizen Maeda,0.009,0.01,-0.002,0.0,1997,24.0,"World Cup, UCL","Celtic, Japan",Japan,LW,"RW, ST",8.5,7.3,8.7,-7.3,1.6,1.3,0.9,47.0,3.8,0.0
Daleho Irandust,-0.072,-0.064,-0.008,0.63,1998,24.0,Eredivisie,Groningen,Syria,RW,RM,12.9,10.0,9.8,-9.1,1.0,1.5,1.1,41.2,4.4,0.0
Daley Blind,-0.009,-0.006,-0.003,1.43,1990,32.0,"Eredivisie, World Cup, UCL","Netherlands, Bayern Munich, Ajax",Netherlands,LB,"CB, CM, WB",9.9,14.3,10.1,-4.2,1.4,1.7,0.8,52.9,3.7,0.0
Daley Sinkgraven,0.0,0.002,-0.002,0.48,1995,27.0,Bundesliga,Bayer Leverkusen,Netherlands,LB,"AM, LM, CM, WB",10.1,8.7,9.9,-4.4,1.3,1.5,1.0,47.6,3.9,0.0
Damien Da Silva,0.002,0.004,-0.003,0.48,1988,34.0,Ligue 1,Lyon,France,CB,LB,7.6,8.7,9.0,-3.9,1.3,1.5,0.9,54.7,3.2,0.0
Damien Marcq,-0.039,-0.034,-0.006,1.6,1988,33.0,Belgian Pro League,Charleroi,France,CB,CM,6.5,7.6,8.2,5.3,2.1,1.3,0.8,50.9,2.6,0.0
Damil Dankerlui,-0.096,-0.073,-0.022,0.51,1996,25.0,Eredivisie,Groningen,Suriname,RB,"LB, RW, WB",9.2,10.8,11.0,-5.4,1.3,1.7,0.8,54.5,3.0,0.0
Damián Suárez,-0.013,-0.016,0.003,2.51,1988,34.0,La Liga,Getafe,Uruguay,RB,RM,10.0,11.1,10.7,-3.7,1.1,1.9,3.1,48.5,3.3,0.0
Damon Mirani,-0.074,-0.06,-0.014,2.15,1996,26.0,Eredivisie,Volendam,Netherlands,CB,"RM, CM",8.6,10.3,7.4,-1.2,1.5,1.3,0.4,49.7,2.7,0.0
Dan Burn,0.089,0.026,0.063,6.44,1992,30.0,Premier League,Newcastle United,England,LB,CB,6.0,7.5,9.0,-8.2,1.3,1.5,0.6,65.1,2.4,0.0
Dan-Axel Zagadou,0.032,0.022,0.01,2.07,1999,23.0,Bundesliga,Stuttgart,France,CB,,7.1,7.5,8.7,-11.2,1.6,1.0,0.6,65.4,2.8,0.0
Dango Ouattara,0.022,-0.0,0.022,4.34,2002,20.0,Ligue 1,"Lorient, Bournemouth",Burkina Faso,RW,"AM, RM, LW, ST",19.0,10.5,10.9,-8.7,1.4,1.7,1.2,47.7,6.2,0.0
Dani Carvajal,0.093,0.047,0.046,3.72,1992,30.0,"World Cup, La Liga, UCL","Real Madrid, Spain",Spain,RB,,7.9,6.6,10.3,-8.2,1.2,1.4,0.5,49.3,3.5,0.0
Dani Ceballos,0.081,0.084,-0.002,3.13,1996,25.0,"La Liga, UCL",Real Madrid,Spain,CM,"LW, RM, LM",13.2,15.9,10.0,-9.1,1.7,2.0,2.0,45.7,6.3,0.0
Dani García,-0.009,-0.003,-0.006,1.96,1990,32.0,La Liga,Athletic Bilbao,Spain,DM,CM,7.7,7.7,8.0,-9.9,1.4,1.8,0.5,52.8,3.0,0.0
