Player,MBAPPE,O-MBAPPE,D-MBAPPE,eLPA,Born,Age,Competition,Team,Nation,Primary Position,Secondary Positions,SCA%,PRG%,TO%,FIN%,INT%,TKL%,SP%,AER%,USG%,DENY%
Charles Vanhoutte,-0.033,-0.058,0.025,1.8,1998,22.0,Belgian Pro League,Cercle Brugge,Belgium,CM,"RW, DM, LM, RM",10.4,11.3,9.9,-2.5,1.5,1.8,1.9,49.5,3.7,0.0
Charlie Goode,0.015,0.009,0.005,0.68,1995,25.0,Premier League,Brentford,England,CB,,8.8,9.4,11.0,-3.6,1.1,1.2,3.1,55.9,3.8,0.0
Charlie Taylor,-0.011,-0.02,0.009,3.55,1993,27.0,Premier League,Burnley,England,LB,,10.1,11.8,10.0,-4.1,2.3,1.2,1.0,61.2,3.4,0.0
Charlison Benschop,-0.101,-0.092,-0.009,0.36,1989,31.0,Eredivisie,Fortuna Sittard,Curaçao,ST,,10.2,7.5,9.1,-6.1,0.9,1.1,0.9,53.4,3.4,0.0
Che Adams,0.015,0.002,0.014,3.06,1996,25.0,Premier League,Southampton,Scotland,ST,CM,11.6,6.1,8.4,-2.7,0.8,0.6,0.5,42.0,4.9,0.0
Cheick Doucouré,0.053,0.004,0.049,5.26,2000,21.0,Ligue 1,Lens,Mali,CM,DM,12.7,13.6,8.3,-5.8,2.4,1.6,0.4,51.3,4.1,0.0
Cheikhou Kouyaté,0.035,-0.013,0.048,3.26,1989,31.0,Premier League,Crystal Palace,Senegal,CM,"CB, DM, LM",6.4,7.2,7.3,-5.6,2.0,1.9,0.5,59.1,2.5,0.0
Chidozie Awaziem,-0.038,-0.031,-0.007,0.3,1997,24.0,Primeira Liga,Boavista,Nigeria,CB,,8.7,8.6,8.5,-3.1,1.2,1.1,1.0,51.1,3.2,0.0
Chima Akas,-0.065,-0.048,-0.016,1.56,1994,27.0,Primeira Liga,Belenenses SAD,Nigeria,LB,"CB, LM, WB",7.1,8.4,10.1,-0.6,1.7,1.4,1.2,59.3,2.7,0.0
Chiquinho,-0.032,-0.029,-0.003,0.24,1995,26.0,"Primeira Liga, UEL",Braga,Portugal,CM,"AM, RW, CB, LW, ST, RM",11.7,10.3,8.8,-7.9,1.2,1.0,1.0,46.7,4.4,0.0
Chiquinho,-0.04,-0.041,0.001,1.13,2000,21.0,Primeira Liga,"Wolves, Estoril",Portugal,RW,"LW, RM, WB",13.8,10.3,10.3,-0.0,1.1,1.9,1.4,43.1,5.8,0.0
Chris Bedia,-0.028,-0.031,0.003,0.34,1996,25.0,Belgian Pro League,Charleroi,Côte d'Ivoire,ST,,9.6,8.0,8.8,-5.3,1.0,1.1,1.0,46.8,4.0,0.0
Chris Durkin,-0.046,-0.067,0.021,1.55,2000,21.0,Belgian Pro League,Sint-Truiden,United States,CM,"RB, WB",10.0,10.8,8.2,-7.0,1.3,1.3,0.8,57.5,3.2,0.0
Chris Führich,0.015,-0.009,0.024,2.57,1998,23.0,Bundesliga,Stuttgart,Germany,CM,"RW, LW, ST, LM, WB",12.1,11.1,8.5,-3.6,0.9,1.1,2.8,41.3,4.5,0.0
Chris Richards,0.012,0.015,-0.003,1.93,2000,21.0,Bundesliga,Hoffenheim,United States,CB,,6.5,8.5,8.7,-3.9,1.7,1.3,0.6,56.9,2.5,0.0
Chris Smalling,0.086,0.025,0.061,4.27,1989,31.0,Serie A,Roma,England,CB,,4.0,5.1,6.4,-0.0,1.5,1.3,0.4,68.3,2.3,0.0
Chris Wood,0.027,-0.005,0.032,4.28,1991,29.0,Premier League,"Burnley, Newcastle United",New Zealand,ST,,10.0,6.4,9.5,-12.0,0.5,0.6,0.4,51.5,3.7,0.0
Chrislain Matsima,-0.006,0.004,-0.01,0.18,2002,19.0,"UEL, Ligue 1",Monaco,France,CB,"DM, RB, CM",8.6,7.8,9.0,-3.6,1.3,1.2,1.0,56.4,3.3,0.0
Christian Benteke,0.045,0.035,0.01,1.98,1990,30.0,Premier League,Crystal Palace,Belgium,ST,,11.0,7.9,9.3,-6.2,0.8,0.7,0.6,58.8,4.5,0.0
Christian Brüls,-0.052,-0.064,0.011,2.5,1988,32.0,Belgian Pro League,Sint-Truiden,Belgium,CM,"AM, ST, WB",16.0,14.3,11.0,1.4,1.1,1.3,8.3,42.1,6.3,0.0
Christian Burgess,-0.015,-0.026,0.011,3.13,1991,29.0,Belgian Pro League,Union Saint-Gilloise,England,CB,,4.2,6.5,7.1,8.5,1.6,1.2,0.5,64.4,2.1,0.0
Christian Cappis,-0.03,-0.023,-0.008,0.0,1999,21.0,UEL,Brøndby,United States,CM,,9.7,9.1,8.9,-3.1,1.7,1.4,1.4,50.0,3.4,0.0
Christian Eriksen,0.029,0.014,0.015,1.51,1992,29.0,Premier League,Brentford,Denmark,CM,LM,13.3,14.3,10.7,-4.4,1.2,1.0,8.6,48.9,5.3,0.0
Christian Fassnacht,0.018,0.021,-0.002,0.0,1993,27.0,UCL,Young Boys,Switzerland,RM,,10.3,8.7,8.8,-8.4,1.6,1.2,1.1,45.7,3.9,0.0
Christian Günter,0.041,-0.004,0.045,5.2,1993,28.0,Bundesliga,Freiburg,Germany,LB,"LM, WB",10.1,10.3,11.2,2.9,0.9,0.9,5.4,42.1,4.0,0.0
Christian Kabasele,0.013,0.003,0.01,1.78,1991,30.0,Premier League,Watford,Belgium,CB,,6.1,7.1,7.5,-7.4,1.3,0.8,0.7,68.3,2.3,0.0
Christian Kouamé,0.077,0.049,0.028,3.95,1997,23.0,Belgian Pro League,Anderlecht,Côte d'Ivoire,ST,,12.5,6.9,9.9,-5.0,0.7,1.2,0.5,53.6,5.5,0.0
Christian Neiva Afonso,0.008,-0.023,0.031,2.59,1994,26.0,Primeira Liga,Vizela,Portugal,LB,"CB, RB",8.7,10.1,12.3,-9.2,1.9,2.0,3.3,53.8,4.0,0.0
Christian Nørgaard,0.043,0.005,0.038,5.22,1994,27.0,Premier League,Brentford,Denmark,CM,,10.3,11.5,8.5,-6.1,2.2,2.1,0.4,44.2,3.4,0.0
Christian Pulisic,0.11,0.082,0.028,2.86,1998,22.0,"Premier League, UCL",Chelsea,United States,AM,"RW, LW, ST, WB",9.9,8.3,9.5,5.5,0.8,0.9,0.5,36.9,5.0,0.0
Christoph Baumgartner,0.072,0.042,0.03,3.65,1999,21.0,Bundesliga,Hoffenheim,Austria,CM,"AM, RW, DM, LW, RM",11.9,9.2,10.0,-2.3,0.8,1.1,0.5,45.1,4.7,0.0
Christoph Knasmüllner,-0.008,-0.003,-0.005,0.0,1992,29.0,UEL,Rapid Wien,Austria,AM,,9.7,9.4,8.7,-1.5,1.1,1.2,1.0,46.4,3.6,0.0
Christoph Kramer,-0.003,0.003,-0.006,1.02,1991,30.0,Bundesliga,Borussia Mönchengladbach,Germany,CM,DM,7.8,9.8,10.0,-4.6,1.5,1.4,0.7,50.9,3.0,0.0
Christophe Hérelle,-0.007,-0.021,0.014,2.58,1992,28.0,Ligue 1,Stade Brestois,Martinique,CB,,5.9,7.2,6.5,-5.6,2.2,1.5,0.5,50.0,2.5,0.0
Christopher Antwi-Adjei,-0.013,-0.018,0.005,1.46,1994,27.0,Bundesliga,VFL Bochum,Ghana,RW,"LW, LM, RM",11.2,9.9,9.2,-7.5,0.7,1.5,0.9,33.4,4.7,0.0
Christopher Lenz,0.012,-0.002,0.015,0.98,1994,26.0,"Bundesliga, UEL",Eintracht Frankfurt,Germany,WB,"LB, CB, LM",10.3,10.0,11.2,-3.6,1.2,1.7,2.7,50.8,3.7,0.0
Christopher Martins,-0.014,-0.009,-0.005,0.0,1997,24.0,UCL,Young Boys,Luxembourg,CM,,9.6,9.3,8.2,-4.1,1.6,1.2,1.0,55.5,3.7,0.0
Christopher Nkunku,0.119,0.085,0.034,6.24,1997,23.0,"Bundesliga, UCL",RB Leipzig,France,ST,"AM, RW, LW",20.5,10.9,9.0,16.9,0.7,0.7,2.3,47.9,7.1,0.0
Christopher Operi,-0.03,-0.034,0.004,0.66,1997,24.0,Belgian Pro League,Gent,Côte d'Ivoire,WB,LM,10.7,9.5,9.6,-5.1,1.0,1.6,1.9,49.1,3.8,0.0
Christopher Trimmel,0.022,-0.012,0.035,3.09,1987,34.0,Bundesliga,Union Berlin,Austria,WB,"RW, RB",10.0,10.9,11.7,-0.0,1.7,1.6,4.2,55.9,3.7,0.0
Christopher Wooh,0.018,0.005,0.013,1.6,2001,19.0,Ligue 1,Lens,Cameroon,CB,,6.8,8.0,8.0,-7.9,1.8,1.2,0.9,58.4,3.1,0.0
Christos Tzolis,0.014,0.013,0.002,0.5,2002,19.0,Premier League,Norwich City,Greece,RW,"LW, LM, RM",12.0,9.9,9.1,-5.1,1.1,1.2,1.0,42.1,4.1,0.0
Ché Nunnely,-0.08,-0.091,0.011,1.9,1999,22.0,Eredivisie,Willem II,Netherlands,RW,LW,13.1,9.3,7.6,6.4,0.8,0.8,0.6,35.6,4.1,0.0
Ciaran Clark,0.005,0.001,0.004,1.45,1989,31.0,Premier League,Newcastle United,Ireland,CB,,7.2,7.4,7.7,-8.4,1.5,1.3,0.7,57.1,2.9,0.0
Cicinho,-0.034,-0.027,-0.007,0.0,1988,32.0,UEL,Ludogorets,Bulgaria,LB,,9.2,9.9,9.2,-3.1,1.9,1.8,1.0,45.7,3.4,0.0
Ciprian Tătărușanu,0.013,0.007,0.006,0.8,1986,35.0,"UCL, Serie A",AC Milan,Romania,GK,,5.3,5.4,7.7,-3.1,0.8,0.7,0.7,51.3,2.3,2.2
Ciro Immobile,0.105,0.087,0.019,5.93,1990,31.0,"UEL, Serie A",Lazio,Italy,ST,,12.7,6.5,9.2,13.0,0.5,0.6,0.3,37.6,5.8,0.0
Cisse Sandra,-0.018,-0.018,-0.0,0.28,2003,17.0,"UCL, Belgian Pro League",Club Brugge,Belgium,RW,"AM, RB, LW, ST, RM, CM",8.8,8.8,9.7,-3.0,1.0,1.0,1.0,48.9,3.6,0.0
Claude Gonçalves,-0.04,-0.035,-0.005,0.0,1994,27.0,UEL,Ludogorets,Portugal,DM,,10.1,9.3,9.6,-5.1,1.2,1.3,0.9,54.1,3.3,0.0
Claudemir de Souza,-0.023,-0.046,0.022,2.43,1988,33.0,Primeira Liga,Vizela,Brazil,CM,DM,9.2,10.2,9.3,-4.6,1.6,1.0,2.5,56.7,3.4,0.0
Claudinho,0.036,0.038,-0.001,0.0,1997,24.0,UCL,Zenit,Brazil,AM,"LW, LM, CM",12.2,10.0,9.9,-1.0,1.4,1.4,2.7,43.6,5.0,0.0
Claudio Bravo,0.013,0.019,-0.007,2.17,1983,38.0,"UEL, La Liga",Real Betis,Chile,GK,,4.1,3.6,9.0,-3.1,0.5,0.5,0.6,55.7,1.8,-0.7
Clinton Mata,-0.034,-0.037,0.002,3.29,1992,28.0,"UCL, Belgian Pro League",Club Brugge,Angola,RB,"CB, WB",8.3,11.8,11.3,-4.9,1.4,1.2,0.4,62.3,3.4,0.0
Cláudio Winck,-0.041,-0.047,0.006,2.77,1994,27.0,Primeira Liga,Marítimo,Brazil,RB,WB,11.3,11.1,11.9,8.5,1.3,1.7,1.3,52.1,4.3,0.0
Clément Lenglet,0.065,0.04,0.025,1.55,1995,26.0,"La Liga, UCL",Barcelona,France,CB,LB,6.3,11.7,8.7,-6.5,1.7,1.3,0.6,50.5,2.7,0.0
Clésio Baúque,-0.045,-0.042,-0.003,0.5,1994,26.0,Primeira Liga,Marítimo,Mozambique,RB,"AM, RW, LW",12.0,9.7,9.7,-4.1,1.5,1.4,0.8,45.9,4.1,0.0
Cody Gakpo,0.07,0.054,0.017,3.67,1999,22.0,"Eredivisie, UEL",PSV,Netherlands,LW,ST,18.0,9.7,10.8,8.9,0.9,0.7,6.5,43.2,7.8,0.0
Collins Fai,-0.028,-0.034,0.006,0.52,1992,28.0,Belgian Pro League,Standard Liège,Cameroon,RB,LB,11.0,14.2,9.6,1.5,1.5,1.4,0.9,49.0,3.6,0.0
Connor Goldson,0.002,-0.003,0.005,0.0,1992,28.0,UEL,Rangers,England,CB,,6.8,8.1,9.1,-7.0,1.5,1.1,0.6,61.5,2.7,0.0
Connor Roberts,0.001,-0.013,0.014,2.35,1995,25.0,Premier League,Burnley,Wales,RB,RM,9.7,10.7,10.3,-0.0,1.5,1.1,0.8,47.0,3.5,0.0
Conor Coady,0.063,0.018,0.045,6.27,1993,28.0,Premier League,Wolves,England,CB,,3.7,4.0,5.4,2.7,1.1,0.7,0.4,54.3,1.4,0.0
Conor Gallagher,0.04,0.002,0.037,4.8,2000,21.0,Premier League,Crystal Palace,England,CM,"AM, LM, RM",12.3,9.0,9.3,4.2,1.3,1.5,3.7,42.8,5.1,0.0
Corentin Jean,0.024,0.025,-0.002,0.39,1995,26.0,Ligue 1,Lens,France,ST,"LB, AM, RW, CB, WB",10.5,8.9,9.7,-3.0,1.1,1.5,1.0,44.7,4.2,0.0
Corentin Tolisso,0.089,0.073,0.016,1.45,1994,26.0,"Bundesliga, UCL",Bayern Munich,France,DM,,10.4,12.3,8.9,-5.1,1.4,0.9,0.9,47.3,4.4,0.0
Craig Cathcart,0.027,0.0,0.026,3.8,1989,32.0,Premier League,Watford,Northern Ireland,CB,RB,4.4,6.7,6.5,-4.1,1.4,0.9,0.5,55.9,1.5,0.0
Craig Dawson,0.029,0.032,-0.003,4.44,1990,31.0,"UEL, Premier League",West Ham,England,CB,,5.1,5.2,7.1,-5.8,1.3,0.9,0.4,59.1,2.4,0.0
Crespo,-0.041,-0.037,-0.004,0.28,1996,24.0,Primeira Liga,Estoril,Portugal,LM,,10.8,9.3,9.1,1.5,1.3,1.4,2.0,45.5,4.6,0.0
Cristhian Mosquera,0.003,0.018,-0.015,0.3,2004,17.0,La Liga,Valencia,Colombia,CB,,8.4,8.9,8.3,-4.6,1.3,1.2,1.0,47.5,3.2,0.0
Cristian Ansaldi,0.029,0.011,0.018,1.12,1986,34.0,Serie A,Torino,Argentina,WB,,12.7,11.6,10.8,-4.6,1.2,1.3,1.6,50.0,4.2,0.0
Cristian Gamboa,0.025,-0.018,0.043,2.71,1989,31.0,Bundesliga,VFL Bochum,Costa Rica,RB,,9.4,11.5,10.5,1.5,1.7,1.9,1.8,58.4,2.9,0.0
Cristian González,-0.05,-0.04,-0.01,1.36,1996,25.0,Primeira Liga,Santa Clara,Uruguay,CB,RB,6.2,7.2,7.9,-4.6,1.6,1.3,0.5,54.3,2.5,0.0
Cristian Molinaro,-0.004,-0.012,0.008,0.74,1983,38.0,Serie A,Venezia,Italy,LB,,11.2,11.4,10.0,-3.1,1.3,1.5,0.9,52.3,3.6,0.0
Cristian Romero,0.102,0.035,0.067,3.98,1998,23.0,Premier League,Tottenham Hotspur,Argentina,CB,,6.1,8.0,8.6,-0.6,2.0,2.2,0.7,55.9,2.7,0.0
Cristian Tello,0.066,0.064,0.002,1.55,1991,29.0,"UEL, La Liga",Real Betis,Spain,LW,"RW, DM, LM, RM",15.3,10.2,9.4,0.4,1.4,1.3,1.0,51.0,5.4,0.0
Cristiano Biraghi,0.065,0.022,0.043,5.92,1992,28.0,Serie A,Fiorentina,Italy,LB,,9.8,10.3,12.2,4.3,1.0,1.1,6.9,39.4,5.1,0.0
Cristiano Piccini,-0.005,0.015,-0.019,0.44,1992,28.0,"UEL, La Liga","Red Star, Valencia",Italy,RB,,10.3,10.0,9.8,1.0,1.3,1.9,1.4,51.2,3.7,0.0
Cristiano Ronaldo,0.147,0.118,0.029,6.21,1985,36.0,"Premier League, UCL","Juventus, Manchester United",Portugal,ST,LW,14.7,8.6,8.0,5.0,0.4,0.6,1.9,39.8,6.3,0.0
Cristiano da Silva Leite,-0.007,-0.002,-0.005,0.0,1993,27.0,UCL,Sheriff Tiraspol,Brazil,LB,,10.4,9.8,9.7,-5.6,1.3,1.2,1.0,48.9,3.5,0.0
Crysan,-0.02,-0.031,0.011,1.76,1996,25.0,Primeira Liga,Santa Clara,Brazil,RW,"LW, ST",16.7,11.4,10.6,1.2,0.9,1.4,1.0,49.1,5.7,0.0
Cucho,0.03,0.026,0.004,1.84,1999,22.0,Premier League,Watford,Colombia,LW,"RW, ST, LM, RM",14.7,10.0,10.0,8.6,0.9,0.9,3.0,41.6,5.0,0.0
Cuco Martina,-0.099,-0.077,-0.022,0.48,1989,31.0,Eredivisie,Go Ahead Eagles,Curaçao,RB,CB,7.6,8.9,9.7,-3.1,1.9,1.2,1.4,46.2,2.7,0.0
Curtis Jones,0.085,0.073,0.012,1.74,2001,20.0,"Premier League, UCL",Liverpool,England,LW,"LM, RM",11.3,10.4,8.2,-4.4,1.0,1.1,0.9,49.0,5.3,0.0
Cyle Larin,-0.018,-0.012,-0.006,0.0,1995,26.0,UCL,Beşiktaş,Canada,LW,LM,11.0,8.6,9.0,-5.3,1.0,1.2,1.0,55.7,4.3,0.0
Cyriel Dessers,0.043,0.047,-0.004,2.06,1994,26.0,Eredivisie,"Genk, Feyenoord",Nigeria,ST,,10.4,6.1,8.4,-4.0,0.7,0.7,0.6,48.9,5.1,0.0
Cyril Ngonge,-0.022,-0.034,0.012,2.04,2000,21.0,Eredivisie,Groningen,Belgium,RW,"AM, ST, RM, CM",10.7,7.6,9.1,5.7,1.1,1.0,1.1,49.2,4.3,0.0
Cárdenas,-0.013,0.011,-0.024,2.78,1997,24.0,La Liga,Levante,Spain,GK,,4.3,3.5,8.2,-3.1,0.5,0.5,0.8,51.3,1.6,6.6
Cédric Bakambu,0.059,0.064,-0.005,0.66,1991,30.0,Ligue 1,Marseille,DR Congo,ST,LW,11.6,8.2,8.6,3.6,1.0,0.9,0.9,46.3,4.7,0.0
Cédric Brunner,-0.003,-0.038,0.036,2.99,1994,27.0,Bundesliga,Arminia Bielefeld,Switzerland,RB,,8.5,10.4,10.9,-4.1,1.9,1.6,1.8,53.4,3.0,0.0
Cédric Hountondji,-0.009,-0.013,0.004,2.69,1994,27.0,Ligue 1,Clermont Foot,Benin,CB,,4.3,6.0,6.8,-1.0,1.7,1.1,0.8,62.7,1.9,0.0
Cédric Soares,0.073,0.039,0.035,2.89,1991,29.0,Premier League,Arsenal,Portugal,RB,,8.0,9.5,11.3,-1.0,1.4,1.8,2.7,40.1,3.6,0.0
César Azpilicueta,0.096,0.052,0.044,4.37,1989,31.0,"Premier League, UCL",Chelsea,Spain,WB,"CB, RB",8.0,10.0,11.0,0.9,1.4,1.5,0.4,56.3,3.0,0.0
César Sousa,-0.036,-0.026,-0.01,0.54,2000,21.0,Primeira Liga,Belenenses SAD,Angola,CM,DM,12.2,10.9,9.0,-5.1,1.8,2.0,0.8,51.1,4.4,0.0
Daan Heymans,-0.029,-0.03,0.001,1.01,1999,22.0,Belgian Pro League,"Charleroi, Venezia",Belgium,AM,"RW, ST, LM, CM",10.9,9.5,8.6,-1.9,1.2,1.4,0.8,58.7,3.7,0.0
Daan Huisman,-0.033,-0.027,-0.006,1.01,2002,19.0,Eredivisie,Vitesse,Netherlands,CM,"AM, RW, ST, LM",11.5,9.5,9.6,-12.6,1.0,1.2,0.7,46.5,4.0,0.0
Daan Rots,-0.039,-0.056,0.017,1.86,2001,20.0,Eredivisie,Twente,Netherlands,RW,ST,12.6,8.9,9.5,-1.8,0.9,1.2,0.7,36.8,4.2,0.0
Daichi Hayashi,-0.026,-0.043,0.018,2.16,1997,24.0,Belgian Pro League,Sint-Truiden,Japan,ST,CM,9.0,6.8,7.4,-0.0,0.6,1.0,0.5,32.3,3.9,0.0
Daichi Kamada,0.033,-0.0,0.034,3.5,1996,24.0,"Bundesliga, UEL",Eintracht Frankfurt,Japan,AM,"LW, ST, CM",15.5,13.1,7.9,-1.1,0.7,1.1,1.0,33.1,4.5,0.0
Daiki Hashioka,-0.042,-0.053,0.012,2.47,1999,22.0,Belgian Pro League,Sint-Truiden,Japan,WB,"RW, CB, RB",10.7,9.5,10.8,-8.4,1.4,1.2,1.6,58.1,3.4,0.0
Daishawn Redan,-0.061,-0.073,0.012,1.88,2001,20.0,Eredivisie,Zwolle,Netherlands,ST,"AM, RW, LW",11.1,7.0,6.7,-1.2,0.6,0.9,0.5,31.0,3.8,0.0
Dalbert Henrique,0.004,-0.017,0.022,2.93,1993,27.0,Serie A,Cagliari,Brazil,WB,"LB, LW, ST, LM, CM",10.5,9.1,9.6,-10.1,1.4,1.3,2.5,43.9,3.8,0.0
Daleho Irandust,-0.067,-0.064,-0.003,0.85,1998,23.0,Eredivisie,Groningen,Syria,AM,"RW, LW, RM, CM",12.1,10.0,8.8,-5.3,0.9,1.3,1.2,41.8,4.2,0.0
Daler Kuzyaev,-0.008,-0.001,-0.006,0.0,1993,28.0,UCL,Zenit,Russia,CM,"AM, ST, WB",9.1,8.5,8.9,-0.0,1.4,1.3,1.0,54.7,3.7,0.0
Daley Blind,0.098,0.03,0.068,5.99,1990,31.0,"Eredivisie, UCL",Ajax,Netherlands,LB,"CB, DM",10.4,16.5,11.7,-3.3,1.5,1.0,1.5,56.2,4.2,0.0
Daley Sinkgraven,0.024,0.011,0.014,0.55,1995,26.0,"Bundesliga, UEL",Bayer Leverkusen,Netherlands,LB,"AM, RW, CB, LM",8.2,9.9,9.4,-4.6,1.3,1.2,0.9,48.0,3.2,0.0
Damien Da Silva,0.066,0.021,0.044,2.12,1988,33.0,"UEL, Ligue 1",Lyon,France,CB,,5.6,8.5,8.4,-6.1,1.8,1.0,0.6,65.9,2.7,0.0
Damien Marcq,-0.042,-0.044,0.002,1.22,1988,32.0,Belgian Pro League,Union Saint-Gilloise,France,CM,"DM, ST, WB",7.7,7.6,7.8,-6.1,1.4,1.2,0.6,61.7,2.8,0.0
Damil Dankerlui,-0.053,-0.072,0.019,1.48,1996,24.0,Eredivisie,Groningen,Suriname,RB,"RW, LW, RM, CM, WB",11.8,12.4,10.5,-6.5,1.7,1.8,0.6,53.8,3.4,0.0
Damián Suárez,0.033,-0.02,0.053,4.42,1988,33.0,La Liga,Getafe,Uruguay,RB,"RM, WB",12.3,12.1,11.7,-5.1,1.4,1.9,2.5,47.8,3.8,0.0
Damjan Pavlovic,-0.039,-0.041,0.003,0.64,2001,20.0,Belgian Pro League,Standard Liège,Serbia,CM,"RB, ST, RM, WB",8.7,9.8,9.0,-3.6,2.4,1.6,1.4,44.5,3.2,0.0
Dan Burn,0.031,0.008,0.024,4.0,1992,29.0,Premier League,"Newcastle United, Brighton",England,CB,,4.9,7.9,8.0,-8.4,2.0,1.2,0.5,62.7,2.1,0.0
Dan Ndoye,-0.01,-0.008,-0.002,0.27,2000,20.0,Ligue 1,Nice,Switzerland,ST,,10.0,8.6,9.2,-3.6,1.1,1.0,1.1,43.6,3.8,0.0
Dan-Axel Zagadou,0.035,0.028,0.007,1.58,1999,22.0,"Bundesliga, UCL",Borussia Dortmund,France,CB,LB,7.4,9.5,9.0,-7.0,1.6,1.0,0.6,65.8,2.7,0.0
Dango Ouattara,-0.004,0.001,-0.005,1.1,2002,19.0,Ligue 1,Lorient,Burkina Faso,ST,"RW, LW, LM, RM, CM",12.3,9.2,10.4,-8.0,1.6,1.6,0.8,50.6,5.0,0.0
Dani Alves,0.062,0.049,0.014,2.04,1983,38.0,La Liga,Barcelona,Brazil,RB,,9.7,10.0,10.9,0.5,1.3,1.6,2.0,50.9,3.6,0.0
Dani Carvajal,0.115,0.06,0.055,3.49,1992,29.0,"La Liga, UCL",Real Madrid,Spain,RB,"LB, CB",8.2,7.6,10.4,-2.0,1.6,1.8,0.5,52.5,3.5,0.0
Dani Ceballos,0.056,0.054,0.002,0.51,1996,24.0,"La Liga, UCL",Real Madrid,Spain,CM,"RW, ST, RM, LM",10.9,9.3,9.4,-6.5,1.4,1.4,1.3,45.1,4.7,0.0
Dani García,0.007,-0.023,0.03,3.15,1990,31.0,La Liga,Athletic Bilbao,Spain,CM,,8.2,8.9,8.0,-6.1,1.4,1.3,0.4,50.0,2.9,0.0
Dani Gómez,0.028,0.027,0.001,1.7,1998,23.0,La Liga,Levante,Spain,ST,RM,11.7,7.8,8.5,-5.4,0.9,0.9,0.7,32.0,4.8,0.0
Dani Olmo,0.044,0.034,0.01,1.29,1998,23.0,"Bundesliga, UEL",RB Leipzig,Spain,AM,CM,13.4,11.1,9.8,-0.0,0.9,1.1,1.2,42.4,5.5,0.0
Dani Rodríguez,-0.022,-0.048,0.025,3.46,1988,33.0,La Liga,Mallorca,Spain,LW,"AM, RW, LM, RM, CM",13.6,10.5,9.6,-3.6,1.0,1.4,2.1,42.6,5.3,0.0
Dani de Wit,-0.001,-0.016,0.015,3.91,1998,23.0,Eredivisie,AZ Alkmaar,Netherlands,AM,"RW, ST, CM",8.4,6.2,8.4,-4.0,1.2,1.6,0.4,58.7,3.9,0.0
Daniel,-0.062,-0.076,0.014,1.45,1996,25.0,Primeira Liga,Tondela,Brazil,ST,LW,14.0,8.3,9.1,-4.0,0.7,0.8,1.0,50.3,5.1,0.0
Daniel Amartey,0.065,0.032,0.033,3.99,1994,26.0,"UEL, Premier League",Leicester City,Ghana,CB,,5.8,7.7,6.4,0.5,1.3,1.1,0.4,47.0,2.0,0.0
Daniel Bachmann,-0.047,-0.002,-0.045,1.12,1994,27.0,Premier League,Watford,Austria,GK,,5.4,5.4,9.0,-3.1,0.7,0.6,0.7,52.6,2.0,5.9
Daniel Bessa,0.004,0.008,-0.004,1.08,1993,28.0,Serie A,Hellas Verona,Italy,AM,CM,12.4,12.1,9.4,-0.0,1.1,0.8,0.8,51.0,4.2,0.0
Daniel Bragança,0.026,0.016,0.011,1.24,1999,22.0,"Primeira Liga, UCL",Sporting CP,Portugal,CM,ST,15.2,12.3,8.6,-1.9,1.9,1.8,0.6,55.5,5.7,0.0
Daniel Brosinski,0.001,0.005,-0.003,0.54,1988,33.0,Bundesliga,Mainz 05,Germany,WB,RB,9.6,10.3,10.4,-3.1,1.2,1.0,2.2,53.3,3.6,0.0
Daniel Caligiuri,-0.015,-0.028,0.013,2.56,1988,33.0,Bundesliga,Augsburg,Italy,WB,"AM, RB, RM, CM",12.1,12.1,11.6,-7.1,1.1,1.6,4.4,52.2,4.9,0.0
Daniel Crowley,-0.086,-0.083,-0.003,0.63,1997,23.0,Eredivisie,Willem II,England,AM,"DM, LM, RM",11.7,12.1,8.0,-5.6,1.0,1.0,1.5,41.8,3.7,0.0
Daniel Didavi,0.015,0.013,0.002,0.42,1990,31.0,Bundesliga,Stuttgart,Germany,ST,"AM, CM",11.0,9.1,9.8,-7.0,1.1,1.1,1.3,52.3,4.3,0.0
Daniel James,0.046,0.021,0.025,4.32,1997,23.0,Premier League,"Leeds United, Manchester United",Wales,ST,"RW, LW, LM",10.4,8.5,8.1,-11.3,0.7,0.9,0.5,30.9,4.6,0.0
Daniel Leite,-0.023,-0.027,0.003,2.62,1998,23.0,Primeira Liga,Estoril,Portugal,GK,,3.9,3.6,8.3,-3.1,0.5,0.5,0.6,50.0,1.6,2.7
Daniel Muñoz,0.047,-0.0,0.047,3.33,1996,25.0,"UEL, Belgian Pro League",Genk,Colombia,RB,,12.2,12.5,10.2,-2.9,1.9,2.4,0.6,50.0,3.9,0.0
Daniel Opare,-0.058,-0.051,-0.007,0.73,1990,30.0,Belgian Pro League,R.F.C. Seraing,Ghana,RB,"RM, WB",10.6,9.4,9.8,-3.1,1.4,1.2,1.0,49.1,3.8,0.0
Daniel Parejo,0.071,0.028,0.043,5.19,1989,32.0,"La Liga, UCL",Villarreal,Spain,CM,"DM, RM",12.1,13.1,10.2,-0.0,1.3,1.3,6.8,50.0,5.1,0.0
Daniel Podence,0.043,0.01,0.032,2.54,1995,25.0,Premier League,Wolves,Portugal,AM,"RW, LW, ST, LM",18.1,12.7,10.8,-2.9,1.0,1.0,0.8,36.5,5.6,0.0
