Player,MBAPPE,O-MBAPPE,D-MBAPPE,eLPA,Born,Age,Competition,Team,Nation,Primary Position,Secondary Positions,SCA%,PRG%,TO%,FIN%,INT%,TKL%,SP%,AER%,USG%,DENY%
Fabian Kunze,-0.031,-0.037,0.006,1.47,1998,22.0,Bundesliga,Arminia Bielefeld,Germany,DM,"ST, LM, RM, CM",9.1,11.0,8.6,-4.6,1.6,1.9,0.6,60.5,3.4,0.0
Fabian Lustenberger,-0.026,-0.008,-0.018,0.0,1988,32.0,UEL,Young Boys,Switzerland,CB,,7.9,8.9,8.3,-3.6,2.5,1.2,1.0,50.7,2.8,0.0
Fabian Rieder,-0.003,-0.002,-0.001,0.0,2002,18.0,UEL,Young Boys,Switzerland,CM,LM,10.8,10.2,8.4,-4.6,1.9,1.5,1.5,45.4,3.9,0.0
Fabian Schär,0.001,0.005,-0.004,1.72,1991,28.0,"Premier League, Euros","Switzerland, Newcastle United",Switzerland,CB,DM,6.4,9.0,9.1,-6.0,2.2,0.8,1.3,44.4,3.0,0.0
Fabiano,-0.061,-0.023,-0.038,0.0,1988,32.0,UEL,AC Omonia,Brazil,GK,,7.8,7.2,9.9,-3.1,1.0,0.8,0.8,53.8,2.5,5.4
Fabien Centonze,0.008,-0.019,0.027,4.65,1996,24.0,Ligue 1,Metz,France,RB,"RM, WB",9.2,11.2,10.9,-3.9,3.3,2.1,0.7,59.1,3.6,0.0
Fabien Lemoine,0.006,-0.007,0.013,2.77,1987,33.0,Ligue 1,Lorient,France,CM,DM,9.5,12.2,8.9,-2.5,1.6,2.1,0.9,51.6,3.3,0.0
Fabinho,0.074,0.06,0.015,4.99,1993,26.0,"Copa America, Premier League, UCL","Brazil, Liverpool",Brazil,CB,CM,5.6,7.4,6.8,-5.1,1.9,1.6,0.3,50.9,2.5,0.0
Fabio Carvalho,0.042,0.038,0.003,0.43,2002,17.0,Premier League,Fulham,Portugal,AM,ST,11.0,9.3,9.4,-3.9,1.3,1.5,1.0,46.4,4.1,0.0
Fabio Depaoli,-0.019,-0.01,-0.009,1.72,1997,23.0,"UCL, Serie A","Sampdoria, Benevento, Atalanta",Italy,WB,"CB, RB, RM, CM",7.5,7.4,8.9,-5.1,1.4,1.2,1.0,47.1,3.0,0.0
Fabio Pisacane,0.004,0.004,0.0,0.32,1986,34.0,Serie A,Cagliari,Italy,CB,RB,8.5,8.4,8.5,-3.1,1.3,1.2,1.0,52.4,3.2,0.0
Fabio Quagliarella,0.021,0.021,-0.0,3.41,1983,37.0,Serie A,Sampdoria,Italy,ST,,12.4,6.7,8.3,3.5,0.8,0.7,0.9,43.4,5.1,0.0
Fabio Vieira,-0.017,-0.008,-0.009,0.51,2000,20.0,"Primeira Liga, UCL",Porto,Portugal,CM,"AM, RW, DM, ST, LM, RM",12.9,11.9,9.9,-2.5,1.1,1.4,2.5,41.3,5.3,0.0
Fabián Balbuena,0.021,0.022,-0.001,1.85,1991,28.0,Premier League,West Ham,Paraguay,CB,,5.1,7.1,8.3,-1.5,2.1,1.2,0.6,52.7,2.4,0.0
Fabián Orellana,-0.033,-0.036,0.003,2.43,1986,34.0,La Liga,Valladolid,Chile,LW,"AM, RW, LM, RM",13.7,11.9,10.0,-6.3,1.1,1.2,2.0,28.5,5.1,0.0
Fabián Ruiz Peña,0.107,0.09,0.017,5.64,1996,24.0,"Euros, UEL, Serie A","Napoli, Spain",Spain,DM,"RM, CM",14.7,13.6,9.3,2.7,1.7,1.4,0.5,57.3,5.7,0.0
Fabrice Olinga,-0.063,-0.063,0.0,1.28,1996,24.0,Belgian Pro League,Excel Mouscron,Cameroon,LW,LM,12.1,11.7,8.7,-2.4,1.5,1.6,1.1,46.5,5.0,0.0
Fabrício Isidoro,-0.072,-0.064,-0.008,1.33,1992,28.0,Primeira Liga,Farense,Brazil,DM,"LW, LM, RM, CM",10.1,10.8,8.0,2.5,1.9,1.4,0.4,42.1,3.9,0.0
Fabrício dos Santos Messias,-0.052,-0.046,-0.006,1.68,1990,30.0,Primeira Liga,Portimonense,Brazil,ST,"AM, LW, LM, CM",13.0,8.3,8.0,-8.4,0.8,1.1,1.5,50.6,4.7,0.0
Facundo Colidio,-0.062,-0.064,0.002,1.39,2000,20.0,Belgian Pro League,Sint-Truiden,Argentina,CM,"AM, RW, ST, LM, RM",14.4,9.1,10.1,-7.6,1.3,1.5,2.0,42.8,5.4,0.0
Facundo Ferreyra,0.005,0.007,-0.002,0.44,1991,29.0,La Liga,"Celta Vigo, Benfica",Argentina,ST,LM,8.4,7.4,8.8,-5.3,1.3,1.2,0.9,47.6,3.7,0.0
Facundo Medina,0.054,0.013,0.041,3.61,1999,21.0,Ligue 1,Lens,Argentina,CB,,8.2,10.7,9.1,1.0,2.0,1.3,0.4,47.8,2.6,0.0
Facundo Pellistri,-0.028,-0.027,-0.001,0.64,2001,18.0,La Liga,Deportivo Alavés,Uruguay,RW,"RM, LM",9.3,10.1,9.5,-6.0,1.3,1.2,0.8,46.5,3.5,0.0
Facundo Roncaglia,0.013,0.01,0.003,1.84,1987,33.0,La Liga,Osasuna,Argentina,RB,"LB, CB",10.2,8.6,9.3,-0.5,2.0,1.3,1.5,56.9,3.3,0.0
Fahd Moufi,-0.062,-0.062,0.0,1.96,1996,24.0,Primeira Liga,Portimonense,Morocco,RB,WB,11.1,9.7,10.1,-4.6,2.2,1.6,0.9,45.6,3.8,0.0
Faitout Maouassa,0.038,0.021,0.017,1.96,1998,22.0,"Ligue 1, UCL",Rennes,France,LB,,9.3,10.4,11.0,-7.9,1.6,1.2,1.7,55.1,4.2,0.0
Falaye Sacko,-0.061,-0.045,-0.017,2.29,1995,25.0,Primeira Liga,Vitória,Mali,RB,RM,10.6,12.5,11.6,-5.1,2.6,1.2,1.2,50.8,3.0,0.0
Fali,-0.027,-0.025,-0.002,3.11,1993,26.0,La Liga,Cádiz,Spain,CB,CM,7.6,8.3,7.2,-6.5,1.6,1.2,0.5,49.5,2.4,0.0
Fali Candé,-0.059,-0.045,-0.014,1.27,1998,22.0,Primeira Liga,Portimonense,Guinea-Bissau,LB,CB,8.4,9.1,12.4,0.5,1.6,1.2,2.5,51.6,3.5,0.0
Faouzi Ghoulam,0.038,0.029,0.01,0.48,1991,29.0,"UEL, Serie A",Napoli,Algeria,LB,"CB, DM, LW, LM",10.6,9.0,11.5,-6.0,1.6,1.5,3.8,58.3,4.6,0.0
Farid Boulaya,-0.037,-0.043,0.005,3.1,1993,27.0,Ligue 1,Metz,Algeria,AM,"RW, LW, ST",20.8,17.2,13.4,3.0,0.8,0.8,8.8,42.9,7.5,0.0
Farid El Melali,0.002,0.007,-0.005,0.58,1997,23.0,Ligue 1,Angers,Algeria,LW,"RW, LM",10.8,9.7,9.6,-3.9,1.5,1.2,0.9,43.6,4.6,0.0
Faris Haroun,-0.031,-0.027,-0.004,2.1,1985,34.0,"UEL, Belgian Pro League",Antwerp,Belgium,CM,AM,9.5,8.3,7.8,-8.3,1.7,1.4,0.8,56.6,3.1,0.0
Fashion Sakala,0.019,0.01,0.01,3.34,1997,23.0,Belgian Pro League,Oostende,Zambia,ST,"RW, LW",14.5,8.3,7.9,-10.8,0.6,0.7,0.4,35.2,5.1,0.0
Fayçal Fajr,-0.002,0.001,-0.003,0.0,1988,31.0,UEL,Sivasspor,Morocco,AM,,13.8,10.9,8.8,-4.1,1.6,1.4,2.4,50.0,5.1,0.0
Faïz Selemani,-0.033,-0.037,0.004,2.45,1993,26.0,Belgian Pro League,Kortrijk,Comoros,CM,"AM, RW, LW, ST, LM",18.4,13.0,12.5,-2.9,1.1,1.2,7.7,45.4,7.3,0.0
Fede San Emeterio,-0.031,-0.029,-0.002,1.68,1997,23.0,La Liga,Valladolid,Spain,CM,DM,6.7,7.0,7.3,-3.6,2.0,1.2,0.5,43.6,2.6,0.0
Fede Vico,-0.009,-0.011,0.002,1.01,1994,26.0,La Liga,Granada,Spain,AM,"RW, DM, LW, LM, CM",10.7,11.8,10.7,-6.5,1.7,1.1,2.0,45.9,4.1,0.0
Federico Barba,-0.026,-0.011,-0.015,3.16,1993,26.0,Serie A,Benevento,Italy,CB,LB,7.1,8.6,9.1,-6.9,2.2,1.0,0.5,45.5,2.4,0.0
Federico Bernardeschi,0.048,0.029,0.019,1.71,1994,26.0,"UCL, Euros, Serie A","Juventus, Italy",Italy,CM,"LB, LW, ST, RM, LM, WB",10.6,9.8,11.8,-14.9,1.7,0.9,5.2,47.4,5.6,0.0
Federico Bonazzoli,-0.001,0.009,-0.01,0.97,1997,23.0,Serie A,"Torino, Sampdoria",Italy,ST,"CM, WB",12.2,8.7,8.1,-0.5,1.1,1.0,0.7,44.1,5.2,0.0
Federico Ceccherini,-0.024,-0.015,-0.009,2.41,1992,28.0,Serie A,"Fiorentina, Hellas Verona",Italy,CB,,6.9,8.1,8.1,-9.2,2.4,1.0,0.4,59.4,3.0,0.0
Federico Chiesa,0.135,0.095,0.04,5.92,1997,22.0,"UCL, Euros, Serie A","Juventus, Fiorentina, Italy",Italy,LW,"LM, RM, WB",14.9,10.5,9.5,14.6,0.8,1.3,1.0,33.1,6.3,0.0
Federico Dimarco,-0.024,-0.009,-0.015,3.13,1997,22.0,Serie A,Hellas Verona,Italy,CB,WB,13.0,12.9,12.9,7.2,1.9,1.0,7.8,42.4,5.5,0.0
Federico Fazio,0.023,0.021,0.003,0.63,1987,33.0,"UEL, Serie A",Roma,Argentina,CB,,7.4,9.7,9.6,0.5,2.0,1.0,0.7,57.7,3.1,0.0
Federico Fernández,-0.003,0.002,-0.005,2.84,1989,31.0,Premier League,Newcastle United,Argentina,CB,,5.6,6.4,7.6,-4.6,1.3,1.4,1.1,58.3,2.3,0.0
Federico Marchetti,-0.02,-0.003,-0.017,0.41,1983,37.0,Serie A,Genoa,Italy,GK,,8.2,7.4,8.2,-3.1,1.1,0.9,0.9,48.7,2.9,6.7
Federico Peluso,0.01,0.015,-0.005,0.3,1984,36.0,Serie A,Sassuolo,Italy,CB,,7.9,8.5,8.8,-3.1,1.5,1.1,1.0,50.0,3.2,0.0
Federico Ravaglia,-0.017,0.003,-0.019,0.45,1999,20.0,Serie A,Bologna,Italy,GK,,7.4,6.9,8.0,-3.1,1.1,0.9,0.9,50.0,2.9,5.8
Federico Ricca,-0.017,-0.021,0.004,1.12,1994,25.0,"UCL, Belgian Pro League",Club Brugge,Uruguay,LB,CB,7.3,9.8,9.3,-5.1,1.7,1.2,0.5,44.8,3.2,0.0
Federico Valverde,0.071,0.054,0.017,2.56,1998,22.0,"Copa America, La Liga, UCL","Real Madrid, Uruguay",Uruguay,CM,"LM, RM",12.5,12.2,8.7,-1.4,2.1,1.5,0.4,56.0,4.4,0.0
Felipe,0.02,0.01,0.011,3.16,1989,31.0,"La Liga, UCL",Atlético Madrid,Brazil,CB,,4.5,4.8,7.1,-10.1,2.0,1.2,0.4,69.3,2.1,0.0
Felipe Anderson,-0.036,-0.03,-0.006,0.15,1993,27.0,"Primeira Liga, UCL",Porto,Brazil,LW,"LM, ST",11.4,9.6,8.9,-3.6,1.8,1.3,1.0,50.0,3.8,0.0
Felipe Avenatti,-0.016,-0.02,0.003,0.67,1993,27.0,"UEL, Belgian Pro League","Antwerp, Standard Liège",Uruguay,ST,"AM, RW, DM, LW",9.6,6.8,7.5,-4.6,1.3,1.1,0.7,52.7,4.0,0.0
Felipe Caicedo,0.058,0.053,0.005,1.69,1988,31.0,"UCL, Serie A",Lazio,Ecuador,ST,"CB, CM",11.7,6.4,8.8,10.3,1.0,1.0,0.9,50.0,5.2,0.0
Felipe Pires,-0.048,-0.041,-0.007,1.63,1995,25.0,Primeira Liga,Moreirense,Brazil,CM,"LW, ST, LM, RM",14.0,11.5,8.2,-4.2,0.8,1.1,1.3,40.9,4.7,0.0
Felix Agu,-0.032,-0.015,-0.017,0.8,1999,20.0,Bundesliga,Werder Bremen,Germany,WB,"AM, CB",8.2,7.7,9.8,-1.0,1.7,1.3,1.0,51.6,3.9,0.0
Felix Bastians,-0.058,-0.053,-0.005,0.76,1988,32.0,Belgian Pro League,Waasland-Beveren,Germany,LB,CB,8.7,9.3,8.6,-6.5,1.8,1.0,1.0,51.8,3.1,0.0
Felix Mambimbi,0.014,0.017,-0.003,0.0,2001,19.0,UEL,Young Boys,Switzerland,ST,RM,11.5,9.3,9.6,-1.9,1.2,1.2,1.0,41.8,4.2,0.0
Felix Passlack,0.046,0.035,0.011,0.62,1998,22.0,"Bundesliga, UCL",Borussia Dortmund,Germany,LB,"RW, RB, CM, WB",9.6,9.0,10.0,-1.0,1.2,1.3,1.2,45.1,3.8,0.0
Felix Wiedwald,-0.073,-0.058,-0.014,0.45,1990,30.0,Eredivisie,Emmen,Germany,GK,,7.1,6.6,9.8,-3.1,1.0,0.8,0.8,50.0,2.7,3.9
Ferdy Druijf,0.001,0.004,-0.003,0.9,1998,22.0,"UEL, Belgian Pro League","AZ Alkmaar, Mechelen",Netherlands,ST,RW,11.7,7.6,9.5,-3.1,1.1,0.9,1.0,46.6,4.6,0.0
Ferland Mendy,0.083,0.05,0.033,4.43,1995,25.0,"La Liga, UCL",Real Madrid,France,LB,"CB, RB, WB",8.5,9.2,8.7,2.0,1.6,1.0,0.3,45.8,3.8,0.0
Fernandinho,0.111,0.076,0.035,2.65,1985,35.0,"Premier League, UCL",Manchester City,Brazil,CM,"DM, ST, RM",10.1,11.9,9.5,-6.5,2.1,1.4,0.5,59.5,4.1,0.0
Fernando,0.052,0.037,0.015,4.53,1987,33.0,"La Liga, UCL",Sevilla,Brazil,CM,"CB, DM, RM",7.1,8.3,7.0,3.8,2.0,1.3,0.6,57.0,2.6,0.0
Fernando Aristeguieta,-0.027,-0.024,-0.004,0.0,1992,28.0,Copa America,Venezuela,Venezuela,ST,,10.5,9.0,9.2,-3.1,1.3,1.1,1.0,39.5,3.6,0.0
Fernando Ferreira Fonseca,-0.06,-0.058,-0.002,2.53,1997,23.0,Primeira Liga,Paços de Ferreira,Portugal,RB,,9.5,11.5,11.5,-4.1,1.9,1.7,1.0,45.5,3.1,0.0
Fernando Forestieri,-0.001,0.001,-0.002,0.76,1990,30.0,Serie A,Udinese,Italy,ST,"AM, LM, CM",11.4,8.9,9.2,-5.3,1.2,1.3,0.8,42.5,4.9,0.0
Fernando Llorente,-0.009,-0.006,-0.003,1.01,1985,35.0,Serie A,"Napoli, Udinese",Spain,ST,DM,9.6,6.3,10.1,-7.5,1.0,0.8,0.7,60.1,4.1,0.0
Fernando Marçal,0.042,0.034,0.009,1.19,1989,31.0,Premier League,"Lyon, Wolves",Brazil,LB,"LM, WB",8.7,9.5,9.5,-3.6,1.8,1.1,0.7,57.0,3.1,0.0
Fernando Muslera,0.003,-0.005,0.007,0.0,1986,34.0,Copa America,Uruguay,Uruguay,GK,,6.6,6.2,8.3,-3.1,1.1,0.8,0.8,51.3,2.8,1.0
Fernando Niño,0.041,0.041,0.001,1.01,2000,19.0,"UEL, La Liga",Villarreal,Spain,ST,LW,8.4,7.2,9.0,-5.6,1.1,1.0,0.7,49.3,4.1,0.0
Fernando Pacheco,-0.013,0.008,-0.021,4.32,1992,28.0,La Liga,Deportivo Alavés,Spain,GK,,3.7,3.3,7.5,-3.1,0.5,0.3,0.6,56.7,1.2,7.3
Fernando Varela,0.002,0.01,-0.008,0.0,1987,32.0,UEL,PAOK,Cape Verde,CB,,7.3,7.4,8.3,-0.5,1.7,1.3,0.8,57.3,3.0,0.0
Ferrán Torres,0.135,0.123,0.012,3.15,2000,20.0,"UCL, Premier League, Euros","Spain, Manchester City",Spain,RW,"LW, ST",11.1,5.9,8.8,13.2,1.0,0.9,0.7,46.5,5.6,0.0
Fidel,-0.02,-0.037,0.018,2.95,1989,30.0,La Liga,Elche,Spain,CM,"LB, LW, LM, WB",14.7,14.2,12.3,7.0,1.1,1.5,4.7,41.3,4.4,0.0
Fikayo Tomori,0.005,0.018,-0.013,2.15,1997,22.0,"UEL, Serie A","Chelsea, AC Milan",England,CB,,4.1,5.9,7.5,-2.0,1.5,1.5,0.5,52.2,1.8,0.0
Filip Bednarek,-0.047,0.007,-0.055,0.0,1992,27.0,UEL,Lech Poznań,Poland,GK,,6.9,6.2,8.6,-3.1,1.0,0.8,0.8,52.6,2.6,4.4
Filip Helander,-0.003,0.013,-0.016,0.0,1993,27.0,"UEL, Euros","Sweden, Rangers",Sweden,CB,,7.7,7.7,8.1,-2.5,1.4,1.1,0.9,48.1,3.3,0.0
Filip Kostić,0.059,0.022,0.037,4.65,1992,27.0,Bundesliga,Eintracht Frankfurt,Serbia,WB,"LW, LM",15.0,11.6,14.8,-4.2,1.2,1.3,4.7,47.0,5.1,0.0
Filip Krovinović,0.006,0.008,-0.002,0.79,1995,24.0,Premier League,West Bromwich Albion,Croatia,CM,"AM, DM",12.8,12.6,9.5,-4.6,1.3,1.5,1.7,47.2,4.5,0.0
Filip Malbašić,-0.025,-0.025,-0.0,1.04,1992,27.0,La Liga,Cádiz,Serbia,ST,"RW, LM, RM",9.6,9.7,9.4,-6.9,1.1,1.1,0.7,31.4,3.6,0.0
Filip Marchwiński,-0.023,-0.016,-0.006,0.0,2002,18.0,UEL,Lech Poznań,Poland,CM,LM,8.8,8.0,9.2,-3.6,1.6,1.1,0.9,47.6,3.6,0.0
Filip Nguyen,-0.017,-0.004,-0.013,0.0,1992,27.0,UEL,Slovan Liberec,Vietnam,GK,,8.4,7.7,9.4,-3.1,1.2,0.9,1.2,50.0,3.0,5.8
Filip Souček,-0.023,-0.018,-0.005,0.0,2000,19.0,UEL,Sparta Prague,Czechia,CM,,9.8,8.6,9.5,-3.1,1.4,1.3,1.0,47.8,3.6,0.0
Filip Stojković,0.004,0.008,-0.004,0.0,1993,27.0,UEL,Rapid Wien,Montenegro,RB,CB,11.2,10.7,9.4,-3.1,1.9,1.6,0.9,52.6,3.5,0.0
Filip Đuričić,0.038,0.038,-0.0,3.49,1992,28.0,Serie A,Sassuolo,Serbia,AM,"RW, LW, ST",17.9,11.0,10.7,-8.1,0.9,1.4,0.5,37.1,6.8,0.0
Filipe Augusto,-0.051,-0.051,0.001,2.02,1993,26.0,Primeira Liga,Rio Ave,Brazil,DM,"LM, RM, CM",9.6,12.1,9.1,-6.9,2.0,1.7,1.3,54.9,4.0,0.0
Filipe Ferreira,-0.076,-0.046,-0.03,2.17,1990,29.0,Primeira Liga,Tondela,Portugal,LB,"CB, LM, WB",9.8,10.2,10.0,-0.0,1.8,1.4,1.9,46.9,2.7,0.0
Filipe Melo,-0.065,-0.058,-0.007,0.43,1989,30.0,Primeira Liga,Farense,Portugal,CM,DM,7.6,8.1,8.1,-3.1,1.6,1.1,0.8,55.8,2.9,0.0
Filipe Soares,-0.056,-0.049,-0.007,2.29,1999,21.0,Primeira Liga,Moreirense,Portugal,CM,"AM, RW, ST, LM, RM",13.8,12.6,9.5,-10.0,1.0,1.1,0.8,37.8,4.4,0.0
Filippo Melegoni,-0.009,-0.009,-0.0,0.51,1999,21.0,Serie A,Genoa,Italy,CM,"ST, LM",9.4,10.1,9.4,-5.1,1.5,1.3,2.1,50.0,3.6,0.0
Finn Dahmen,-0.012,-0.001,-0.011,0.35,1998,22.0,Bundesliga,Mainz 05,Germany,GK,,8.3,7.7,8.1,-3.1,1.2,0.9,1.0,51.3,3.1,5.0
Finn Stokkers,-0.076,-0.065,-0.012,1.23,1996,24.0,Eredivisie,RKC Waalwijk,Netherlands,ST,"AM, RW, LW",10.3,6.1,8.8,-2.5,0.8,0.9,0.7,39.1,3.9,0.0
Flavien Tait,0.031,0.033,-0.001,2.22,1993,27.0,"Ligue 1, UCL",Rennes,France,CM,"AM, LW, ST, LM",13.4,12.5,9.2,-8.8,1.4,1.1,1.1,50.0,5.3,0.0
Flavius Daniliuc,0.01,0.01,-0.001,2.16,2001,19.0,"UEL, Ligue 1",Nice,Austria,CB,RB,7.0,10.8,8.2,-1.0,1.4,1.2,0.5,43.5,2.5,0.0
Florent Mollet,0.006,0.013,-0.007,3.38,1991,28.0,Ligue 1,Montpellier,France,CM,"AM, LM, RM",11.7,12.5,8.6,-7.6,1.7,1.0,4.4,38.3,4.8,0.0
Florentino Luís,-0.011,-0.006,-0.005,0.32,1999,20.0,Ligue 1,Monaco,Portugal,CM,"DM, RM",9.6,9.4,8.8,-3.6,1.7,1.1,1.0,51.2,3.5,0.0
Florian Flick,-0.011,-0.011,0.0,0.47,2000,20.0,Bundesliga,Schalke 04,Germany,CM,,8.2,8.2,8.1,-0.5,1.7,1.4,0.9,44.6,3.0,0.0
Florian Grillitsch,0.055,0.039,0.016,3.39,1995,24.0,"Bundesliga, UEL, Euros","Hoffenheim, Austria",Austria,DM,"AM, CB, ST, CM",12.3,13.6,8.4,2.7,2.5,1.3,0.5,50.9,4.3,0.0
Florian Hübner,0.011,0.002,0.009,0.77,1991,29.0,Bundesliga,Union Berlin,Germany,CB,,7.6,8.6,8.9,-3.6,1.9,1.1,0.8,56.0,3.2,0.0
Florian Kainz,0.0,0.001,-0.001,0.62,1992,27.0,Bundesliga,Köln,Austria,LW,"LM, RM",11.5,10.8,9.8,-0.5,1.3,1.0,2.9,47.8,4.8,0.0
Florian Lejeune,-0.006,0.004,-0.01,4.05,1991,29.0,La Liga,Deportivo Alavés,France,CB,,6.6,7.2,8.5,-9.2,2.1,1.4,1.1,62.6,2.3,0.0
Florian Miguel,-0.019,-0.02,0.001,1.92,1996,23.0,Ligue 1,Nîmes,France,CB,LB,5.7,9.0,9.0,-6.9,2.7,1.1,0.5,49.0,2.8,0.0
Florian Müller,0.001,0.009,-0.008,3.88,1997,22.0,Bundesliga,Freiburg,Germany,GK,,4.1,3.0,9.9,-3.1,0.5,0.4,0.6,54.9,1.4,0.3
Florian Neuhaus,0.045,0.028,0.018,4.54,1997,23.0,"Bundesliga, UCL",Borussia Mönchengladbach,Germany,DM,CM,12.6,14.1,9.4,10.2,2.0,1.4,0.6,52.8,4.5,0.0
Florian Niederlechner,-0.026,-0.029,0.003,2.07,1990,29.0,Bundesliga,Augsburg,Germany,ST,,10.9,7.5,7.2,-6.3,1.0,0.7,0.5,35.8,4.8,0.0
Florian Sotoca,0.016,0.008,0.008,3.64,1990,29.0,Ligue 1,Lens,France,ST,LM,13.3,8.1,10.4,-11.4,0.8,1.1,0.4,45.2,5.4,0.0
Florian Thauvin,0.002,-0.007,0.009,3.83,1993,27.0,"Ligue 1, UCL",Marseille,France,RW,"AM, ST, RM, CM",15.6,14.0,12.4,-1.8,0.8,1.1,3.6,45.9,5.6,0.0
Florian Wirtz,0.047,0.052,-0.005,3.88,2003,17.0,"Bundesliga, UEL",Bayer Leverkusen,Germany,AM,"LM, RM, CM",15.2,9.8,9.7,5.7,0.8,1.0,0.8,34.3,4.4,0.0
Florin Niță,-0.009,0.006,-0.014,0.0,1987,33.0,UEL,Sparta Prague,Romania,GK,,8.4,7.6,9.3,-3.1,1.2,0.9,1.0,50.0,3.1,-1.7
Fodé Ballo-Touré,-0.008,-0.009,0.001,0.88,1997,23.0,Ligue 1,Monaco,Senegal,LB,"AM, LW, LM",9.9,9.9,9.2,-3.6,1.3,1.8,0.7,51.7,3.6,0.0
Fodé Doucouré,0.006,0.01,-0.003,0.48,2001,19.0,Ligue 1,Reims,Mali,RB,,11.0,10.4,9.6,-4.6,1.5,1.6,0.9,51.2,3.6,0.0
Fotios Papoulis,-0.015,-0.013,-0.002,0.0,1985,35.0,UEL,AC Omonia,Cyprus,AM,,10.1,9.6,9.1,-4.1,1.3,1.2,1.0,47.4,3.7,0.0
Fouad Chafik,-0.058,-0.029,-0.029,1.53,1986,33.0,Ligue 1,Dijon,Morocco,RB,LB,8.9,11.1,10.7,1.0,1.5,1.5,0.7,45.5,3.0,0.0
Fran Beltrán,0.021,0.02,0.002,2.15,1999,21.0,La Liga,Celta Vigo,Spain,CM,"DM, ST, LM, RM",9.3,8.8,7.1,5.8,1.4,1.6,0.7,36.3,3.3,0.0
Francesco Acerbi,0.083,0.017,0.066,5.67,1988,32.0,"UCL, Euros, Serie A","Lazio, Italy",Italy,CB,,7.0,9.1,7.9,-10.9,2.7,1.3,0.4,63.8,2.8,0.0
Francesco Caputo,0.041,0.043,-0.002,2.89,1987,32.0,Serie A,Sassuolo,Italy,ST,,10.4,5.4,7.9,-0.7,0.7,0.5,0.6,46.1,5.1,0.0
Francesco Cassata,-0.008,-0.01,0.002,0.3,1997,23.0,Serie A,Genoa,Italy,WB,CM,9.9,9.6,9.4,-3.1,1.5,1.5,1.3,48.9,3.9,0.0
Francesco Magnanelli,0.012,0.013,-0.001,0.65,1984,35.0,Serie A,Sassuolo,Italy,DM,,8.5,9.6,9.9,-3.6,2.1,1.2,1.1,40.6,3.6,0.0
Francis Amuzu,-0.044,-0.056,0.011,1.85,1999,20.0,Belgian Pro League,Anderlecht,Belgium,RW,"LW, RM",13.8,8.5,8.6,-9.2,1.0,0.9,3.3,48.0,6.2,0.0
Francis Coquelin,0.018,0.005,0.013,1.12,1991,29.0,"UEL, La Liga",Villarreal,France,CM,"DM, ST, RM",8.9,8.5,8.0,-5.5,2.1,1.5,0.6,52.0,3.7,0.0
Francisco Chico,-0.039,-0.033,-0.005,0.61,1998,22.0,Primeira Liga,Belenenses SAD,Portugal,RW,"AM, CB, LW, ST, LM, RM, CM",11.5,9.8,9.6,2.5,1.4,1.4,1.9,44.2,5.2,0.0
Francisco Conceição,-0.044,-0.036,-0.007,0.24,2002,17.0,"Primeira Liga, UCL",Porto,Portugal,CM,"RW, RB, ST, LM, RM",12.2,10.2,9.3,-4.6,1.4,1.3,0.9,46.6,4.7,0.0
Francisco Geraldes,-0.045,-0.04,-0.005,1.98,1995,25.0,Primeira Liga,Rio Ave,Portugal,AM,"RW, LW, LM, RM, CM",15.3,11.6,9.9,-11.8,1.3,1.1,0.9,41.5,4.9,0.0
Francisco Portillo,0.003,0.005,-0.002,0.58,1990,30.0,La Liga,Getafe,Spain,CM,"ST, LM, RM",11.8,11.9,10.2,-3.1,1.5,1.1,0.8,36.8,3.6,0.0
Francisco Ramos,-0.068,-0.062,-0.006,0.9,1995,25.0,Primeira Liga,Nacional,Portugal,CM,,9.3,8.3,8.3,-1.5,1.2,1.3,2.1,50.8,4.3,0.0
Francisco Reis Ferreira,-0.024,-0.017,-0.007,0.45,1997,23.0,Primeira Liga,"Benfica, Valencia",Portugal,CB,,8.1,8.9,8.2,-3.1,1.6,1.0,1.2,43.6,3.0,0.0
Francisco Sierralta,-0.001,-0.001,-0.0,0.0,1997,23.0,Copa America,Chile,Chile,CB,,8.1,8.9,8.9,-3.6,1.5,1.2,1.0,57.6,3.4,0.0
Francisco Trincão,0.086,0.082,0.005,1.44,1999,20.0,"La Liga, UCL",Barcelona,Portugal,RW,"RM, WB",10.5,9.1,10.8,-4.8,1.0,1.0,0.6,43.9,5.2,0.0
Franck Honorat,0.021,0.018,0.004,3.79,1996,23.0,Ligue 1,Stade Brestois,France,RW,"RM, LM",16.6,10.3,11.5,13.6,0.9,0.8,3.1,48.2,5.0,0.0
Franck Kanouté,-0.054,-0.049,-0.006,1.01,1998,21.0,Belgian Pro League,Cercle Brugge,Senegal,CM,"DM, RM",9.5,8.9,8.4,-1.5,1.6,1.9,0.9,50.0,4.0,0.0
Franck Kessié,0.056,0.019,0.036,5.84,1996,23.0,"UEL, Serie A",AC Milan,Côte d'Ivoire,DM,,10.7,10.8,8.2,-11.9,1.7,1.1,0.4,53.7,4.3,0.0
Franck Ribéry,-0.019,-0.025,0.006,2.68,1983,37.0,Serie A,Fiorentina,France,ST,"AM, LW",18.0,13.7,9.2,-5.5,0.7,0.9,0.5,38.9,5.7,0.0
